release time,life loan,ITEM_AMOUNT,MONEY_RATE
2015-04-17,180,200000,8
2015-04-17,180,300000,8
2015-04-09,180,500000,8
2015-04-07,360,500000,9
2015-04-07,360,400000,9
2015-04-07,360,300000,9
2015-04-07,360,300000,9
2015-04-07,270,300000,8.6
2015-04-07,270,200000,8.6
2015-04-07,180,500000,8
2015-04-03,360,300000,9
2015-04-03,180,400000,8
2015-04-02,360,500000,9
2015-04-02,360,500000,9
2015-04-02,360,500000,9
2015-04-02,240,500000,8.4
2015-04-01,360,500000,9
2015-04-01,360,500000,9
2015-04-01,360,400000,9
2015-04-01,360,300000,9
2015-04-01,360,300000,9
2015-03-23,240,500000,8.4
2015-03-25,360,350000,9
2015-03-23,360,500000,9
2015-03-23,360,500000,9
2015-03-19,300,300000,8.8
2015-03-19,240,300000,8.4
2015-03-19,180,400000,8
2015-02-05,180,500000,8
2015-03-13,180,350000,8
2015-03-13,240,600000,8.4
2015-03-11,240,500000,8.4
2015-03-11,180,500000,8
2015-03-09,300,550000,8.8
2015-03-09,360,300000,9
2015-03-09,270,300000,8.6
2015-03-09,180,200000,8
2015-03-09,180,500000,8
2015-03-09,180,200000,8
2015-03-09,240,400000,8.4
2015-03-09,180,300000,8
2015-03-09,180,300000,8
2015-03-05,180,200000,8
2015-03-05,180,300000,8
2015-03-04,240,500000,8.4
2015-03-04,180,300000,8
2015-02-27,180,300000,8
2015-02-27,300,500000,8.8
2015-02-27,300,500000,8.8
2015-02-10,180,300000,8
2015-02-10,180,200000,8
2015-02-09,240,500000,8.4
2015-02-09,210,500000,8.2
2015-02-09,330,300000,8.9
2015-02-09,330,300000,8.9
2015-02-09,330,400000,8.9
2015-02-09,330,500000,8.9
2015-02-02,360,50000,9
2015-01-30,360,200000,9
2015-01-30,300,200000,8.8
2015-01-30,240,200000,8.4
2015-01-28,210,500000,8.2
2015-01-28,240,500000,8.4
2015-01-27,300,400000,8.8
2015-01-27,300,300000,8.8
2015-01-27,300,300000,8.8
2015-01-26,720,150000,10
2015-01-25,300,300000,8.8
2015-01-25,300,400000,8.8
2015-01-25,300,300000,8.8
2015-01-25,300,300000,8.8
2015-01-25,300,300000,8.8
2015-01-25,300,400000,8.8
2015-01-25,300,500000,8.8
2015-01-14,330,500000,8.9
2015-01-14,330,500000,8.9
2015-01-14,330,500000,8.9
2015-01-14,330,500000,8.9
2015-01-14,330,500000,8.9
2015-01-14,330,500000,8.9
2015-01-14,300,500000,8.8
2015-01-14,300,500000,8.8
2015-01-14,300,500000,8.8
2015-01-14,300,500000,8.8
2015-01-14,300,500000,8.8
2015-01-14,300,500000,8.8
2014-12-31,270,250000,8.6
2014-12-31,360,300000,9
2014-12-09,270,200000,8.6
2014-12-09,270,200000,8.6
2014-12-09,330,300000,8.9
2014-12-09,300,300000,8.8
2014-12-09,270,300000,8.6
2014-12-09,360,400000,9
2014-10-22,360,100000,9
2014-10-21,360,200000,9
2014-09-19,360,400000,9
2014-09-19,1080,300000,10
2014-09-15,360,300000,9
2014-09-09,360,300000,9
2014-09-03,360,300000,9
2014-08-29,360,300000,9
,360,300000,9
,360,400000,9
,1080,400000,10
2015-08-07,30,245000,7.5
2015-08-06,150,500000,7.9
2015-08-05,90,500000,7.7
2015-08-05,90,400000,7.7
2015-08-05,90,400000,7.7
2015-08-04,60,800000,7.6
2015-07-30,30,180000,7.5
2015-07-29,30,480000,7.5
2015-07-29,30,400000,7.5
2015-07-07,60,200000,7.6
2015-08-10,8,5000000,8
2015-08-10,11,3000000,8
2015-08-09,10,2400000,8
2015-08-04,8,3000000,8
2015-08-04,9,5000000,8
2015-07-28,9,2200000,10
2015-07-21,30,460000,7.5
2015-07-13,9,500000,10
2015-07-09,30,470000,7.5
2015-07-07,30,210000,7.5
2015-07-07,8,300000,10
2015-07-03,30,1000000,7.5
2015-07-01,30,180000,7.5
,30,280000,7.5
,30,190000,7.5
2015-06-23,15,3000000,10
2015-06-19,8,1560000,10
2015-06-19,9,700000,10
2015-06-19,8,1500000,10
2015-06-18,30,850000,7.5
2015-06-18,15,780000,10
2015-06-16,30,660000,7.5
2015-06-15,45,840000,7.6
2015-06-13,27,400000,7.5
2015-06-10,19,2600000,10
2015-06-10,14,150000,10
2015-06-09,30,760000,7.5
2015-06-08,30,400000,7.5
2015-06-08,30,290000,7.5
2015-06-08,30,64000,7.5
2015-06-08,15,580000,7.5
2015-06-08,45,900000,7.6
2015-06-05,30,430000,7.5
2015-06-04,30,440000,7.5
2015-06-04,30,750000,7.5
2015-06-03,30,980000,7.5
2015-06-02,29,1400000,10
2015-06-02,8,600000,10
2015-06-01,30,900000,7.5
2015-06-01,7,3000000,10
2015-05-29,30,300000,7.5
2015-05-28,30,350000,7.5
2015-05-26,15,1400000,10
2015-05-26,30,220000,7.5
2015-05-22,30,1800000,7.5
2015-05-21,7,2000000,10
2015-05-21,7,3000000,10
2015-05-13,30,450000,7.5
2015-05-13,7,1500000,10
2015-05-11,60,350000,7.6
2015-05-06,30,85000,7.5
2015-05-05,6,2000000,10
2015-05-05,7,3000000,10
2015-04-29,4,3000000,10
2015-04-29,8,2000000,10
2015-04-22,90,500000,7.7
2015-04-21,90,300000,7.7
2015-04-21,90,400000,7.7
2015-04-21,90,400000,7.7
2015-04-20,30,250000,7.5
2015-04-16,30,500000,7.5
2015-04-16,30,400000,7.5
2015-04-15,30,190000,7.5
2015-04-13,30,500000,7.5
2015-04-13,30,500000,7.5
2015-04-13,15,600000,7.5
2015-04-08,20,540000,7.5
2015-04-07,30,380000,7.5
2015-04-07,90,500000,7.7
2015-04-03,120,300000,7.8
2015-04-02,15,300000,7.5
2015-04-02,30,360000,7.5
2015-03-26,15,630000,7.5
2015-03-26,15,600000,7.5
2015-03-25,40,700000,7.6
2015-03-20,30,250000,7.5
2015-03-19,30,600000,7.5
2015-03-19,30,600000,7.5
2015-03-12,30,400000,7.5
2015-03-12,30,300000,7.5
2015-03-11,150,500000,7.9
2015-03-11,120,500000,7.8
2015-03-09,120,200000,7.8
2015-03-09,90,300000,7.7
2015-03-08,90,500000,7.7
2015-03-06,30,400000,7.5
2015-03-06,30,400000,7.5
2015-03-06,30,400000,7.5
2015-03-04,30,310000,7.5
2015-03-03,90,200000,7.7
2015-02-27,90,300000,7.7
2015-02-27,90,200000,7.7
2015-02-27,120,200000,7.8
2015-02-13,90,500000,7.7
2015-02-11,90,500000,7.7
2015-02-11,90,500000,7.7
2015-02-11,90,500000,7.7
2015-02-05,180,500000,8
2015-01-30,180,200000,8
2015-01-30,120,200000,7.8
2015-01-30,30,495000,7.5
2015-01-28,180,500000,8
2015-01-22,30,320000,7.5
2015-01-07,150,400000,7.9
2015-01-16,210,200000,8.2
2015-01-16,180,200000,8
2015-01-16,210,200000,8.2
2015-01-16,180,200000,8
2015-01-16,150,200000,7.9
2015-01-13,60,370000,7.6
2015-01-09,30,500000,7.5
2015-01-09,30,500000,7.5
2015-01-09,30,500000,7.5
2015-01-09,30,500000,7.5
2015-01-09,30,500000,7.5
2015-01-07,180,400000,8
2015-01-07,180,400000,8
2015-01-07,180,400000,8
2015-01-07,150,400000,7.9
2015-01-07,180,500000,8
2015-01-07,150,500000,7.9
2015-01-07,150,500000,7.9
2015-01-06,15,500000,7.5
2014-12-31,30,400000,7.5
2014-12-31,180,250000,8
2014-12-26,180,300000,8
2014-12-26,180,300000,8
2014-12-26,120,400000,7.8
2014-12-22,180,300000,8
2014-12-23,180,400000,8
2014-12-23,180,300000,8
2014-12-22,30,500000,7.5
2014-12-22,30,500000,7.5
2014-12-09,90,300000,7.7
2014-12-17,30,350000,7.5
2014-12-17,15,450000,7.5
2014-12-17,15,500000,7.5
2014-12-17,15,500000,7.5
2014-12-15,30,350000,7.5
2014-12-15,30,500000,7.5
2014-12-15,30,500000,7.5
2014-12-12,30,450000,7.5
2014-12-12,30,300000,7.5
2014-12-12,30,300000,7.5
2014-12-12,30,300000,7.5
2014-12-09,180,300000,8
2014-12-09,210,300000,8.2
2014-12-09,240,300000,8.4
2014-12-09,150,300000,7.9
2014-12-09,180,300000,8
2014-12-09,30,2500000,7.5
2014-12-05,30,635000,7.5
2014-12-05,60,175000,7.6
2014-12-05,180,300000,8
2014-12-05,180,200000,8
2014-12-02,210,300000,8.2
2014-12-02,210,200000,8.2
2014-12-01,240,300000,8.4
2014-12-01,150,300000,7.9
2014-11-28,240,200000,8.4
2014-11-28,150,200000,7.9
2014-11-21,30,410000,7.5
2014-11-13,180,600000,8
2014-11-13,180,600000,8
2014-11-13,180,600000,8
2014-11-14,60,490000,7.6
2014-11-13,180,600000,8
2014-11-13,180,600000,8
2014-11-12,30,370000,7.5
2014-11-11,180,600000,8
2014-11-11,180,600000,8
2014-11-10,180,800000,8
2014-11-07,180,500000,8
2014-11-07,150,500000,7.9
2014-11-05,180,300000,8
2014-11-04,30,770000,7.5
2014-10-31,90,500000,7.7
2014-10-31,90,500000,7.7
2014-10-30,90,500000,7.7
2014-10-29,60,640000,7.6
2014-10-28,90,500000,7.7
2014-10-27,90,500000,7.7
2014-10-27,90,500000,7.7
2014-10-26,90,500000,7.7
2014-10-26,90,500000,7.7
2014-10-25,90,500000,7.7
2014-10-20,180,300000,8
2014-10-15,180,300000,8
2014-10-13,150,500000,7.9
2014-10-11,180,400000,8
2014-10-11,180,400000,8
2014-10-09,60,420000,7.6
2014-10-08,30,1330000,7.5
2014-10-08,30,490000,7.5
2014-09-25,60,140000,7.6
2014-09-24,30,2200000,7.5
2014-09-23,180,500000,8
2014-09-22,180,500000,8
2014-09-12,180,500000,8
2014-09-04,180,500000,8
2014-09-03,180,500000,8
2014-08-29,30,800000,7.5
,30,970000,8
,360,1000000,9
,180,500000,7.8
,180,500000,7.8
,90,300000,7.8
,90,300000,7.5
,360,400000,9
,360,300000,9
,180,300000,7.8
,270,400000,8
,180,400000,7.8
,360,100000,9
