release time,life loan,ITEM_AMOUNT
,30,280000
,30,280000
,30,260000
,90,100000
,90,160000
,30,250000
,90,160000
,15,\N
,90,50000
,90,160000
,90,130000
,30,180000
,30,250000
,180,\N
,30,300000
,180,\N
,30,180000
,180,\N
,30,280000
,30,180000
,30,300000
,30,280000
,30,280000
,30,300000
,30,240000
,90,100000
,180,\N
,15,\N
,30,200000
,15,\N
,30,180000
,30,180000
,30,280000
,15,\N
,30,110000
,30,280000
,30,240000
,30,280000
,15,\N
,15,\N
,30,150000
,15,\N
,15,\N
,30,160000
,30,220000
,30,300000
,30,300000
,30,300000
,30,270000
,15,\N
,30,280000
,15,\N
,90,160000
,30,180000
,30,180000
,30,130000
,180,\N
,360,\N
,90,60000
,180,\N
,15,\N
,15,\N
,15,\N
,15,\N
,90,160000
,15,\N
,180,\N
,15,\N
,15,\N
,15,\N
,30,180000
,30,100000
,30,120000
,15,\N
,15,\N
,90,170000
,180,\N
,90,60000
,15,\N
,15,\N
,30,180000
,30,300000
,180,\N
,360,\N
,30,240000
,15,\N
,15,\N
,30,300000
,30,300000
,30,1000000
,30,240000
,180,\N
,15,\N
,15,\N
,30,200000
,30,180000
,15,\N
,15,\N
,30,180000
,30,250000
,30,170000
,15,\N
,90,150000
,15,\N
,30,230000
,30,280000
,30,300000
,30,300000
,30,260000
,30,170000
,15,\N
,30,240000
,30,180000
,30,300000
,30,300000
,180,\N
,90,130000
,30,270000
,30,280000
,15,\N
,90,100000
,30,280000
,15,\N
,30,180000
,90,170000
,30,180000
,30,180000
,30,120000
,15,\N
,180,\N
,180,\N
,90,60000
,360,\N
,90,60000
,15,\N
,30,180000
,180,\N
,30,300000
,30,300000
,30,200000
,180,\N
,180,\N
,30,160000
,30,160000
,90,120000
,15,\N
,15,\N
,15,\N
,180,\N
,30,120000
,30,120000
,15,\N
,15,\N
,15,\N
,30,250000
,90,130000
,30,250000
,30,300000
,180,\N
,30,280000
,90,120000
,30,180000
,15,\N
,30,150000
,30,130000
,30,250000
,30,280000
,30,170000
,30,300000
,30,300000
,30,280000
,90,150000
,180,\N
,30,240000
,30,180000
,30,110000
,30,150000
,30,280000
,30,280000
,180,\N
,30,170000
,30,270000
,30,260000
,30,260000
,180,\N
,180,\N
,30,150000
,15,\N
,30,170000
,30,250000
,30,250000
,30,130000
,30,170000
,90,60000
,30,240000
,90,100000
,180,\N
,30,230000
,90,60000
,30,300000
,30,300000
,30,240000
,30,150000
,15,\N
,15,\N
,30,240000
,180,\N
,30,270000
,30,240000
,15,\N
,90,150000
,360,\N
,30,300000
,30,300000
,30,280000
,30,270000
,30,300000
,30,130000
,15,\N
,30,220000
,180,\N
,30,270000
,15,\N
,15,\N
,30,240000
,180,\N
,30,250000
,15,\N
,180,\N
,30,230000
,30,150000
,30,240000
,30,150000
,30,120000
,15,\N
,30,150000
,15,\N
,90,50000
,360,\N
,15,\N
,180,\N
,180,\N
,30,150000
,30,230000
,30,240000
,90,120000
,30,200000
,30,150000
,180,\N
,30,110000
,90,130000
,30,110000
,180,\N
,30,130000
,30,150000
,30,280000
,30,270000
,30,270000
,30,180000
,30,210000
,180,\N
,90,100000
,30,200000
,30,180000
,30,80000
,30,230000
,180,\N
,180,\N
,90,90000
,15,\N
,90,130000
,30,130000
,30,120000
,180,\N
,30,230000
,30,230000
,15,\N
,30,240000
,30,220000
,30,230000
,15,\N
,30,220000
,15,\N
,15,\N
,30,210000
,30,130000
,15,\N
,30,100000
,30,130000
,30,100000
,30,230000
,15,\N
,15,\N
,180,\N
,30,280000
,30,300000
,30,200000
,30,120000
,360,\N
,30,300000
,30,130000
,30,100000
,30,270000
,30,180000
,30,210000
,30,120000
,180,\N
,30,220000
,30,100000
,30,220000
,30,100000
,30,140000
,30,120000
,30,120000
,30,270000
,30,280000
,30,280000
,30,160000
,180,\N
,180,\N
,180,\N
,30,130000
,30,280000
,30,230000
,180,\N
,30,120000
,180,\N
,30,270000
,30,240000
,30,230000
,30,230000
,30,130000
,30,240000
,15,\N
,30,240000
,90,80000
,30,240000
,30,260000
,30,150000
,30,200000
,90,90000
,180,\N
,30,120000
,90,120000
,15,\N
,15,\N
,30,100000
,30,80000
,30,80000
,30,80000
,15,\N
,180,\N
,30,120000
,30,220000
,30,250000
,30,200000
,90,100000
,30,230000
,180,\N
,30,120000
,30,200000
,15,\N
,15,\N
,15,150000
,15,\N
,15,\N
,30,230000
,90,100000
,30,120000
,30,230000
,15,\N
,30,280000
,30,270000
,30,220000
,90,110000
,180,\N
,360,\N
,30,130000
,15,\N
,30,230000
,30,230000
,180,\N
,30,120000
,30,500000
,30,100000
,15,\N
,180,\N
,15,\N
,15,\N
,90,100000
,90,120000
,30,230000
,30,200000
,30,240000
,30,120000
,180,\N
,180,\N
,30,120000
,30,120000
,30,120000
,90,110000
,90,110000
,90,110000
,180,\N
,30,230000
,180,\N
,30,120000
,360,\N
,30,120000
,30,130000
,30,150000
,30,100000
,15,\N
,90,100000
,30,100000
,30,120000
,30,220000
,30,120000
,180,\N
,30,200000
,30,220000
,90,90000
,180,\N
,15,\N
,15,\N
,15,\N
,15,\N
,15,\N
,180,\N
,30,110000
,90,100000
,30,300000
,15,\N
,30,200000
,180,\N
,30,90000
,30,90000
,180,\N
,90,180000
,30,130000
,15,\N
,15,\N
,180,\N
,90,150000
,180,\N
,90,150000
,30,220000
,30,250000
,180,\N
,30,250000
,30,280000
,30,250000
,30,130000
,90,90000
,30,100000
,30,180000
,360,\N
,90,160000
,30,250000
,180,\N
,15,\N
,30,280000
,90,220000
,180,\N
,15,\N
,30,280000
,90,150000
,15,\N
,30,280000
,180,\N
,180,\N
,180,\N
,30,280000
,30,120000
,30,280000
,30,240000
,30,290000
,180,\N
,30,240000
,90,90000
,180,\N
,180,\N
,15,\N
,30,180000
,30,240000
,90,150000
,180,\N
,30,210000
,30,120000
,180,\N
,180,\N
,15,\N
,90,150000
,180,\N
,30,280000
,90,150000
,90,150000
,180,\N
,15,\N
,30,300000
,30,320000
,30,400000
,30,300000
,30,250000
,30,280000
,90,150000
,30,120000
,180,\N
,15,\N
,30,120000
,180,\N
,90,150000
,180,\N
,90,90000
,30,120000
,15,\N
,360,\N
,15,\N
,90,150000
,30,270000
,30,280000
,180,\N
,30,130000
,90,80000
,15,\N
,15,\N
,15,\N
,30,250000
,30,240000
,15,\N
,90,150000
,30,280000
,30,240000
,30,280000
,30,230000
,180,\N
,90,90000
,30,250000
,15,\N
,30,240000
,90,80000
,180,\N
,15,\N
,15,\N
,30,120000
,30,120000
,15,\N
,30,220000
,90,150000
,180,\N
,30,120000
,30,230000
,30,230000
,30,180000
,30,250000
,30,100000
,30,250000
,30,230000
,30,270000
,30,250000
,90,60000
,30,250000
,360,\N
,30,250000
,30,280000
,30,280000
,30,230000
,15,\N
,30,120000
,15,\N
,15,\N
,30,230000
,15,\N
,15,\N
,15,\N
,15,\N
,180,\N
,180,\N
,30,160000
,180,\N
,90,150000
,15,\N
,15,\N
,15,\N
,180,\N
,30,120000
,90,100000
,180,\N
,90,150000
,90,120000
,15,\N
,30,230000
,30,250000
,30,250000
,15,\N
,90,80000
,180,\N
,30,210000
,30,110000
,180,\N
,360,\N
,30,160000
,30,200000
,180,\N
,90,100000
,90,80000
,30,200000
,180,\N
,30,200000
,15,\N
,15,\N
,30,160000
,30,300000
,30,280000
,30,270000
,30,250000
,30,230000
,15,\N
,30,90000
,15,\N
,30,100000
,30,150000
,30,90000
,90,100000
,15,\N
,15,\N
,30,240000
,30,80000
,180,\N
,30,250000
,180,\N
,90,80000
,30,120000
,30,180000
,30,220000
,15,\N
,15,\N
,30,200000
,30,100000
,180,\N
,30,230000
,30,250000
,30,200000
,15,\N
,180,\N
,30,90000
,180,\N
,30,100000
,30,100000
,15,\N
,15,\N
,30,220000
,15,\N
,30,260000
,30,200000
,30,250000
,30,120000
,15,\N
,360,\N
,90,80000
,180,\N
,15,\N
,15,\N
,30,120000
,30,180000
,30,200000
,30,180000
,30,80000
,30,130000
,90,80000
,180,\N
,180,\N
,30,200000
,90,120000
,90,100000
,90,90000
,30,200000
,30,180000
,15,\N
,15,\N
,30,90000
,15,\N
,180,\N
,30,170000
,30,170000
,15,\N
,30,100000
,30,110000
,90,120000
,30,100000
,30,120000
,180,\N
,90,180000
,30,160000
,90,80000
,180,\N
,90,80000
,180,\N
,15,\N
,180,\N
,30,230000
,30,130000
,15,\N
,180,\N
,30,170000
,30,120000
,30,160000
,90,100000
,90,80000
,15,\N
,180,\N
,360,\N
,30,90000
,15,\N
,15,\N
,180,\N
,90,80000
,30,100000
,90,100000
,30,120000
,90,80000
,360,\N
,90,70000
,30,150000
,30,120000
,30,100000
,180,\N
,15,\N
,30,100000
,90,120000
,30,270000
,180,\N
,90,110000
,180,\N
,90,110000
,30,210000
,180,\N
,30,140000
,180,\N
,180,\N
,90,70000
,30,210000
,30,160000
,180,\N
,30,200000
,30,200000
,30,150000
,30,130000
,30,170000
,30,130000
,180,\N
,180,\N
,90,150000
,30,100000
,90,80000
,30,230000
,180,\N
,30,270000
,30,250000
,180,\N
,15,\N
,15,\N
,15,\N
,15,\N
,90,150000
,30,250000
,30,250000
,30,270000
,30,120000
,180,\N
,30,270000
,30,270000
,30,130000
,30,130000
,30,220000
,30,230000
,30,130000
,15,\N
,15,\N
,15,\N
,180,\N
,30,250000
,90,150000
,30,120000
,180,\N
,30,220000
,90,150000
,180,\N
,30,220000
,30,220000
,30,220000
,90,150000
,30,240000
,30,250000
,30,120000
,180,\N
,30,140000
,15,\N
,15,\N
,30,250000
,180,\N
,30,250000
,30,250000
,30,250000
,30,320000
,30,260000
,30,250000
,30,250000
,30,250000
,30,250000
,30,230000
,30,120000
,30,250000
,30,140000
,30,250000
,30,130000
,180,\N
,15,\N
,90,100000
,90,150000
,180,\N
,30,250000
,180,\N
,30,120000
,90,80000
,90,130000
,30,120000
,90,130000
,15,\N
,15,\N
,30,100000
,30,250000
,30,260000
,30,120000
,30,360000
,30,250000
,30,400000
,30,350000
,30,250000
,30,130000
,30,250000
,30,190000
,15,\N
,30,120000
,30,110000
,180,\N
,90,100000
,15,\N
,30,120000
,30,100000
,180,\N
,30,120000
,30,120000
,360,\N
,30,230000
,30,230000
,30,250000
,15,\N
,30,250000
,15,\N
,90,80000
,30,250000
,30,230000
,180,\N
,90,120000
,30,160000
,30,250000
,30,120000
,30,250000
,180,\N
,90,100000
,30,120000
,30,120000
,30,250000
,30,120000
,30,120000
,30,230000
,30,250000
,30,120000
,180,\N
,30,110000
,30,80000
,30,250000
,90,110000
,180,\N
,30,230000
,30,100000
,30,200000
,30,100000
,90,80000
,30,250000
,30,220000
,30,110000
,90,100000
,30,100000
,180,\N
,30,100000
,30,210000
,180,\N
,90,140000
,30,200000
,90,80000
,30,100000
,30,200000
,180,\N
,30,100000
,30,160000
,30,260000
,30,170000
,90,80000
,360,\N
,180,\N
,90,100000
,30,100000
,30,220000
,30,200000
,30,250000
,180,\N
,30,220000
,90,130000
,30,180000
,90,130000
,30,260000
,30,230000
,30,160000
,30,180000
,30,150000
,180,\N
,30,150000
,180,\N
,30,200000
,30,160000
,90,60000
,15,\N
,15,\N
,30,180000
,15,\N
,30,150000
,30,260000
,180,\N
,180,\N
,15,\N
,15,\N
,15,\N
,15,\N
,30,180000
,30,230000
,180,\N
,30,160000
,30,230000
,30,210000
,30,250000
,30,220000
,90,140000
,90,150000
,30,190000
,30,250000
,180,\N
,15,\N
,15,\N
,180,\N
,90,130000
,30,180000
,30,220000
,90,150000
,30,220000
,30,240000
,30,150000
,30,220000
,90,70000
,30,200000
,30,150000
,30,150000
,30,200000
,15,\N
,30,200000
,30,200000
,90,150000
,180,\N
,30,260000
,30,220000
,90,130000
,30,130000
,15,\N
,15,\N
,15,\N
,30,230000
,30,160000
,90,60000
,180,\N
,15,\N
,15,\N
,15,\N
,30,160000
,15,\N
,30,230000
,30,60000
,360,\N
,30,150000
,30,240000
,180,\N
,180,\N
,90,160000
,30,160000
,15,\N
,180,\N
,15,\N
,90,170000
,30,250000
,30,160000
,30,250000
,90,60000
,30,250000
,30,200000
,90,140000
,30,200000
,15,\N
,180,\N
,30,250000
,30,80000
,180,\N
,30,70000
,30,120000
,30,250000
,15,\N
,30,100000
,30,110000
,90,200000
,90,200000
,30,180000
,30,110000
,30,200000
,30,200000
,90,180000
,30,100000
,30,180000
,180,\N
,30,180000
,15,\N
,90,160000
,30,150000
,15,\N
,180,\N
,30,100000
,30,120000
,30,180000
,30,160000
,90,160000
,180,\N
,30,160000
,15,\N
,180,\N
,90,200000
,30,220000
,360,\N
,15,\N
,30,220000
,180,\N
,90,150000
,180,\N
,360,\N
,30,120000
,30,220000
,90,60000
,180,\N
,180,\N
,90,100000
,30,120000
,30,80000
,180,200000
,15,\N
,15,\N
,90,140000
,15,\N
,15,\N
,30,120000
,180,\N
,90,100000
,30,160000
,90,80000
,15,\N
,90,100000
,180,\N
,30,100000
,90,60000
,30,200000
,30,150000
,30,110000
,30,250000
,180,\N
,90,120000
,30,160000
,90,80000
,30,120000
,30,80000
,30,160000
,30,200000
,180,200000
,90,120000
,180,\N
,30,180000
,30,100000
,180,\N
,30,150000
,90,80000
,30,100000
,30,100000
,90,50000
,180,200000
,90,70000
,180,80000
,15,\N
,180,70000
,30,200000
,180,30000
,15,\N
,90,70000
,360,\N
,30,70000
,30,200000
,30,120000
,15,\N
,30,150000
,180,90000
,90,90000
,180,100000
,90,40000
,180,60000
,30,150000
,30,150000
,30,130000
,30,60000
,30,150000
,30,170000
,30,170000
,90,80000
,30,60000
,30,200000
,30,260000
,30,150000
,30,200000
,90,120000
,180,160000
,30,120000
,30,200000
,15,\N
,15,\N
,180,\N
,30,190000
,180,110000
,90,100000
,90,100000
,30,120000
,15,\N
,15,\N
,30,180000
,15,\N
,180,150000
,30,200000
,15,\N
,180,120000
,30,150000
,90,100000
,30,200000
,30,200000
,30,160000
,180,110000
,15,\N
,30,160000
,30,200000
,180,100000
,30,100000
,30,260000
,15,\N
,30,200000
,30,200000
,180,110000
,15,\N
,15,\N
,90,200000
,90,100000
,15,\N
,30,150000
,30,100000
,90,110000
,180,150000
,180,100000
,30,80000
,30,200000
,90,100000
,30,200000
,30,170000
,30,180000
,30,200000
,30,170000
,30,70000
,30,170000
,30,150000
,30,200000
,30,180000
,30,150000
,90,200000
,30,170000
,90,70000
,30,150000
,15,\N
,15,\N
,30,170000
,30,170000
,30,150000
,30,120000
,180,80000
,30,150000
,180,100000
,30,80000
,30,150000
,180,100000
,30,150000
,30,150000
,180,70000
,90,70000
,30,170000
,30,150000
,30,170000
,360,\N
,180,80000
,30,100000
,180,60000
,30,160000
,30,50000
,30,120000
,180,90000
,30,150000
,180,200000
,30,130000
,30,150000
,30,130000
,90,70000
,30,100000
,180,70000
,90,70000
,15,\N
,15,\N
,15,\N
,15,\N
,30,110000
,180,70000
,30,120000
,180,80000
,30,130000
,30,100000
,30,90000
,180,40000
,15,\N
,15,\N
,180,70000
,90,60000
,90,60000
,90,70000
,90,80000
,30,100000
,90,40000
,15,\N
,30,60000
,90,50000
,30,80000
,30,140000
,30,120000
,180,70000
,15,\N
,15,\N
,15,\N
,360,3000
,15,\N
,30,100000
,90,50000
,30,60000
,90,60000
,30,100000
,360,\N
,90,100000
,15,\N
,30,60000
,30,120000
,180,60000
,15,\N
,90,60000
,180,80000
,30,130000
,30,60000
,30,70000
,90,100000
,30,70000
,90,200000
,180,200000
,30,120000
,30,60000
,90,90000
,30,150000
,90,100000
,30,150000
,180,80000
,15,\N
,15,\N
,180,100000
,15,\N
,30,130000
,180,100000
,15,\N
,30,170000
,30,170000
,30,150000
,30,150000
,15,\N
,180,40000
,15,\N
,90,40000
,30,100000
,90,80000
,15,\N
,90,120000
,180,100000
,15,\N
,30,200000
,90,100000
,180,80000
,180,80000
,180,100000
,30,170000
,90,100000
,30,50000
,30,160000
,30,170000
,30,60000
,30,170000
,30,130000
,90,100000
,30,160000
,90,60000
,30,150000
,15,\N
,30,150000
,30,150000
,30,180000
,360,\N
,30,150000
,30,160000
,30,100000
,30,160000
,30,100000
,15,\N
,30,160000
,90,120000
,30,60000
,15,\N
,180,60000
,30,160000
,15,\N
,30,120000
,30,200000
,90,100000
,15,\N
,30,100
,30,50
,30,230000
,30,360000
,30,200000
,30,200000
,30,200000
,30,200000
,30,150000
,30,200000
,30,150000
,15,\N
,30,160000
,30,180000
,30,200000
,30,200000
,90,120000
,30,200000
,180,100000
,30,200000
,15,\N
,30,180000
,30,200000
,90,120000
,30,180000
,90,100000
,30,180000
,30,110000
,30,160000
,30,600000
,30,300000
,30,120000
,15,\N
,30,180000
,30,160000
,15,\N
,90,110000
,15,\N
,30,120000
,30,110000
,15,\N
,180,150000
,90,120000
,90,50000
,90,110000
,15,\N
,30,200000
,360,\N
,30,180000
,30,160000
,90,80000
,15,\N
,30,130000
,30,180000
,30,160000
,30,160000
,30,130000
,30,600000
,30,230000
,30,280000
,30,270000
,90,500000
,180,40000
,360,\N
,30,200000
,180,50000
,30,200000
,30,200000
,15,\N
,30,150000
,30,180000
,30,120000
,30,60000
,15,\N
,30,100000
,15,\N
,15,\N
,30,120000
,15,\N
,15,\N
,15,\N
,15,\N
,90,90000
,30,100000
,15,\N
,15,\N
,180,100000
,15,\N
,30,160000
,30,90000
,30,100000
,30,140000
,30,80000
,30,60000
,180,80000
,30,70000
,30,140000
,30,130000
,90,80000
,90,80000
,30,50000
,15,\N
,15,\N
,15,\N
,30,120000
,30,140000
,30,150000
,30,160000
,90,60000
,30,160000
,30,120000
,30,160000
,180,90000
,30,100000
,180,60000
,30,100000
,30,160000
,15,\N
,15,\N
,15,\N
,30,100000
,30,160000
,30,160000
,15,\N
,180,500000
,30,150000
,30,150000
,30,250
,15,\N
,30,150000
,30,130000
,15,\N
