DEADLINE,LIFE_LOAN,ITEM_AMOUNT,MONEY_RATE
2014-12-22,180,50000,20
2014-12-15,180,50000,20
2014-12-08,180,50000,20
2015-05-14,180,300000,16
2015-04-29,180,300000,16
2015-04-15,180,300000,16
2015-03-31,180,300000,16
2015-03-17,180,500000,16
2015-02-11,180,500000,16
2015-01-27,180,50000,16
2015-01-16,180,50000,20
2015-01-12,180,100000,16
2015-01-05,180,50000,20
2014-12-29,180,150000,18
2014-12-22,180,150000,18
2014-12-15,180,50000,20
2014-12-08,180,150000,20
2015-05-13,180,300000,16
2015-04-28,180,300000,16
2015-04-14,180,300000,16
2015-03-30,180,300000,16
2015-03-16,180,500000,16
2015-02-10,180,500000,16
2015-01-26,180,50000,16
2015-01-16,180,50000,16
2015-01-09,180,50000,20
2015-01-05,180,150000,16
2014-12-26,180,50000,20
2014-12-19,180,50000,20
2014-12-15,180,100000,18
2014-12-05,180,50000,20
2015-05-12,180,300000,16
2015-04-27,180,300000,16
2015-04-13,180,300000,16
2015-03-27,180,300000,16
2015-03-13,180,500000,16
2015-02-09,180,500000,16
2015-01-23,180,50000,16
2015-01-15,180,50000,16
2015-01-09,180,50000,16
2015-01-04,180,50000,20
2014-12-26,180,100000,18
2014-12-19,180,100000,18
2014-12-12,180,100000,18
2014-12-04,180,50000,20
2015-05-11,180,300000,16
2015-04-24,180,300000,16
2015-04-10,180,300000,16
2015-03-26,180,300000,16
2015-03-12,180,500000,16
2015-02-06,180,500000,16
2015-01-22,180,50000,16
2015-01-15,180,50000,20
2015-01-08,180,50000,20
2015-01-04,180,150000,16
2014-12-25,180,50000,20
2014-12-18,180,50000,20
2014-12-12,180,50000,20
2014-12-03,180,50000,20
2015-05-08,180,300000,16
2015-04-23,180,300000,16
2015-04-09,180,300000,16
2015-03-25,180,500000,16
2015-03-11,180,500000,16
2015-02-05,180,500000,16
2015-01-21,180,50000,16
2015-01-15,180,50000,16
2015-01-08,180,50000,16
2014-12-31,180,100000,20
2014-12-25,180,100000,18
2014-12-18,180,100000,18
2014-12-11,180,50000,20
2014-12-02,180,50000,20
2015-05-07,180,300000,16
2015-04-22,180,300000,16
2015-04-08,180,300000,16
2015-03-24,180,500000,16
2015-03-10,180,500000,16
2015-02-04,180,500000,16
2015-01-20,180,50000,20
2015-01-14,180,50000,20
2015-01-07,180,70000,16
2014-12-31,180,100000,18
2014-12-24,180,50000,20
2014-12-17,180,50000,20
2014-12-11,180,100000,18
2014-12-01,180,50000,20
2015-05-06,180,300000,16
2015-04-21,180,300000,16
2014-12-17,180,100000,18
2015-05-04,180,300000,16
2015-03-23,180,500000,16
2015-02-03,180,500000,16
2014-12-16,180,50000,20
2014-12-30,180,150000,18
2015-01-07,180,50000,20
2015-04-02,180,300000,16
2015-01-19,180,50000,16
2015-03-19,180,500000,16
2015-04-17,180,300000,16
2015-01-13,180,50000,16
2014-12-24,180,100000,18
2015-01-06,180,50000,20
2015-03-20,180,500000,16
2014-12-09,180,100000,20
2015-04-03,180,300000,16
2014-12-23,180,50000,20
2015-03-09,180,500000,16
2015-01-20,180,50000,16
2014-12-16,180,100000,18
2014-12-09,180,50000,20
2015-01-30,180,500000,16
2014-12-09,180,50000,20
2015-04-20,180,300000,16
2014-12-29,180,90000,18
2015-05-05,180,300000,16
2014-12-23,180,150000,18
2015-01-19,180,50000,20
2015-01-07,180,50000,16
2015-01-14,180,50000,16
2015-02-14,180,3000000,16
2015-02-13,180,500000,16
2015-01-13,180,50000,20
2015-04-07,180,300000,16
2014-12-30,180,100000,20
2015-02-02,180,500000,16
2015-05-15,180,300000,16
2015-04-30,180,300000,16
2015-04-16,180,300000,16
2015-04-01,180,300000,16
2015-03-18,180,500000,16
2015-02-13,180,500000,16
2015-02-11,60,500000,16
2015-02-06,180,500000,16
2015-02-04,60,500000,16
2015-01-30,180,500000,16
2015-01-28,180,50000,16
2015-01-26,90,50000,20
2015-01-23,180,50000,16
2015-01-21,90,70000,16
2015-01-20,180,50000,16
2015-01-19,180,100000,16
2015-01-16,90,50000,16
2015-01-15,60,50000,16
2015-01-13,30,100000,20
2015-01-12,30,60000,16
2015-01-09,30,50000,20
2015-01-08,180,50000,20
2015-01-07,90,50000,20
2015-01-06,180,50000,20
2015-01-05,90,100000,16
2015-01-04,60,50000,20
2014-12-31,60,100000,20
2014-12-30,30,100000,20
2014-12-30,60,150000,18
2014-12-29,90,150000,18
2014-12-26,60,100000,18
2014-12-25,90,100000,18
2014-12-24,30,100000,16
2014-12-22,90,50000,20
2014-12-19,90,50000,20
2014-12-18,180,50000,20
2014-12-18,60,100000,18
2014-12-17,30,80000,18
2014-12-16,60,50000,20
2014-12-15,60,50000,20
2014-12-12,180,100000,18
2014-12-11,180,50000,20
2014-12-09,30,87000,20
2014-12-08,30,50000,20
2014-12-08,30,150000,20
2014-12-04,90,50000,20
2014-12-02,90,50000,20
2014-11-30,30,100000,20
2014-11-29,60,50000,20
2014-11-27,30,50000,20
2014-11-25,180,150000,20
2014-11-21,90,50000,20
2014-11-18,30,100000,20
2014-11-16,180,50000,20
2014-11-14,180,50000,20
2014-11-12,90,50000,20
2014-11-10,30,500000,20
2014-11-08,30,200000,20
2014-11-06,30,100000,20
2014-11-04,30,200000,20
2014-11-01,90,50000,20
2014-10-29,60,150000,21.6
2014-10-27,30,100000,21.6
2014-10-24,90,200000,21.6
2014-10-22,30,400000,21.6
2014-10-17,60,350000,21.6
2014-10-14,90,150000,21.6
2014-10-11,90,150000,21.6
2014-10-09,180,60000,21.6
2014-10-07,90,300000,21.6
2014-10-04,90,200000,21.6
2014-10-02,180,300000,21.6
2014-09-30,90,50000,21.6
2014-09-27,90,150000,21.6
2014-09-25,22,1500000,21.6
2014-09-22,30,350000,21.6
2014-09-19,180,200000,21.6
2014-09-18,30,300000,21.6
2014-09-15,90,200000,21.6
2014-09-12,30,50000,21.6
2014-09-10,90,200000,21.6
2014-09-08,90,350000,21.6
2014-09-06,90,250000,21.6
2014-09-04,30,50000,21.6
2014-09-02,90,250000,21.6
2014-08-31,180,150000,21.6
2014-08-29,90,200000,21.6
2014-08-27,180,50000,21.6
2014-08-26,30,250000,21.6
2014-08-24,90,150000,21.6
2014-08-21,30,300000,21.6
2014-08-18,180,50000,21.6
2014-08-16,180,50000,21.6
2014-08-15,60,150000,21.6
2014-08-13,60,100000,21.6
2014-08-11,90,150000,21.6
2014-08-07,180,200000,21.6
2014-08-05,60,200000,21.6
2014-08-03,30,500000,21.6
2014-07-31,180,100000,21.6
2014-03-27,180,100000,20
2014-12-17,180,100000,18
2015-05-04,180,300000,16
2013-12-27,30,200000,20
2014-02-17,90,100000,20
2013-12-21,30,200000,20
2015-01-22,180,50000,16
2013-09-19,90,200000,20
2014-08-17,30,250000,21.6
2014-04-02,90,200000,20
2014-06-08,90,100000,18
2013-12-23,90,100000,20
2014-01-14,30,50000,20
2014-10-17,90,350000,21.6
2014-01-22,60,100000,20
2014-11-26,30,50000,20
2014-08-02,60,100000,21.6
2014-11-30,60,50000,20
2014-03-10,60,50000,20
2014-10-09,30,300000,21.6
2014-12-12,30,50000,20
2014-11-17,90,50000,20
2014-01-13,90,50000,20
2014-05-30,30,150000,18
2013-10-05,90,200000,20
2014-07-19,180,100000,21.6
2013-12-12,60,50000,20
2014-03-25,30,90000,20
2014-01-06,30,150000,20
2014-01-25,30,300000,20
2014-12-25,60,50000,20
2014-06-17,30,100000,18
2014-01-08,1,20000,20
2014-03-20,90,200000,20
2014-12-17,90,100000,18
2014-12-12,30,110000,18
2015-02-09,60,500000,16
2014-07-12,90,150000,21.6
2015-01-23,90,100000,16
2014-01-11,180,50000,20
2013-11-24,30,200000,20
2013-10-24,90,100000,20
2014-07-20,180,100000,21.6
2013-11-25,90,50000,20
2013-09-12,30,500000,20
2015-01-16,30,50000,20
2015-02-05,90,500000,16
2014-07-12,180,100000,21.6
2013-12-29,90,100000,20
2013-11-22,30,200000,20
2015-02-03,30,500000,16
2014-10-05,30,580000,21.6
2013-10-03,30,300000,20
2015-04-20,180,300000,16
2014-03-27,90,200000,20
2013-09-05,30,300000,20
2014-07-08,30,90000,21.6
2014-07-06,180,150000,21.6
2013-09-04,90,600000,20
2014-11-28,30,200000,20
2014-07-02,90,150000,21.6
2014-02-20,90,100000,20
2015-01-12,180,100000,16
2015-01-09,30,50000,20
2014-09-23,180,200000,21.6
2014-07-06,180,110000,21.6
2014-08-05,90,90000,21.6
2014-08-28,60,200000,21.6
2014-06-14,180,150000,18
2013-12-06,30,150000,20
2013-12-13,180,50000,20
2014-04-24,90,50000,20
2014-07-20,60,100000,21.6
2014-10-24,60,200000,21.6
2014-03-26,30,300000,20
2014-09-17,180,200000,21.6
2014-11-11,180,50000,20
2014-01-11,10,500000,18
2013-12-16,30,50000,20
2014-01-04,90,50000,20
2014-05-27,180,100000,18
2014-01-16,90,50000,20
2014-08-11,90,150000,21.6
2014-11-06,30,100000,20
2014-07-25,90,150000,21.6
2014-11-14,90,50000,20
2014-01-14,180,50000,20
2015-01-04,90,50000,20
2014-08-24,28,1000000,21.6
2015-03-30,180,300000,16
2014-03-09,4,300000,10.8
2014-11-18,30,50000,20
2014-10-13,90,150000,21.6
2014-07-21,180,100000,21.6
2015-01-08,30,50000,16
2015-02-12,30,500000,16
2014-06-18,180,150000,18
2014-09-20,180,200000,21.6
2014-12-15,30,50000,20
2014-04-20,180,100000,20
2015-01-07,90,50000,16
2015-02-02,180,500000,16
2014-04-14,60,100000,20
2014-11-15,30,100000,20
2014-01-03,10,500000,18
2014-12-24,180,100000,18
2014-07-07,180,80000,21.6
2013-09-01,8,400000,15
2014-04-23,60,100000,20
2014-07-10,90,250000,21.6
2014-02-25,180,100000,20
2014-01-05,10,500000,18
2014-12-05,30,100000,20
2014-03-11,30,100000,20
2013-12-04,30,150000,20
2014-10-23,180,200000,21.6
2014-05-11,180,70000,18
2014-10-22,90,200000,21.6
2015-01-13,30,50000,20
2014-06-19,90,100000,18
2014-07-29,180,80000,21.6
2014-06-22,180,100000,18
2014-04-19,30,150000,20
2013-10-31,90,150000,20
2014-03-11,30,100000,20
2014-09-13,22,2000000,21.6
2014-11-09,90,50000,20
2014-09-05,90,250000,21.6
2014-09-19,30,350000,21.6
2014-07-17,30,300000,21.6
2014-12-29,30,50000,16
2013-10-30,90,50000,20
2014-11-20,90,50000,20
2014-08-28,180,150000,21.6
2013-09-28,30,200000,20
2014-05-08,90,150000,20
2014-08-13,180,150000,21.6
2014-07-27,60,100000,21.6
2014-12-16,180,50000,20
2015-01-30,90,500000,16
2014-12-31,60,100000,18
2014-04-15,90,200000,20
2014-05-07,90,200000,20
2015-02-06,90,500000,16
2015-02-06,60,500000,16
2013-12-08,60,50000,20
2015-01-09,60,50000,16
2014-04-24,180,100000,20
2013-11-06,30,200000,20
2014-11-10,30,100000,20
2014-07-13,90,100000,21.6
2013-10-23,30,300000,20
2015-02-11,180,500000,16
2015-05-12,180,300000,16
2014-05-18,30,100000,18
2014-09-18,60,100000,21.6
2014-07-03,180,60000,21.6
2014-03-18,180,100000,20
2014-06-28,180,150000,18
2013-10-22,60,100000,20
2014-10-09,180,60000,21.6
2013-12-19,30,50000,20
2014-05-04,60,100000,20
2015-02-10,180,500000,16
2014-07-22,30,100000,21.6
2014-01-23,30,300000,20
2014-08-20,90,150000,21.6
2014-01-09,30,50000,20
2014-01-28,180,100000,20
2014-01-19,60,50000,20
2014-06-05,90,100000,18
2014-02-28,90,50000,20
2014-08-01,180,100000,21.6
2013-12-09,90,50000,20
2014-04-04,180,50000,20
2014-11-09,30,100000,20
2014-02-10,180,100000,20
2014-12-02,180,50000,20
2015-01-15,180,50000,16
2013-10-12,90,200000,20
2014-05-06,30,150000,20
2014-07-17,60,100000,21.6
2014-07-29,90,150000,21.6
2015-02-02,90,500000,16
2014-01-25,90,100000,20
2013-10-26,60,100000,20
2014-01-25,60,100000,20
2014-01-24,30,300000,20
2015-01-22,90,50000,20
2015-01-21,30,100000,16
2014-09-04,30,300000,21.6
2014-06-14,90,150000,18
2014-03-09,4,750000,10.8
2014-12-08,60,50000,20
2014-12-24,30,100000,20
2014-09-26,90,200000,21.6
2014-03-11,30,100000,20
2014-12-31,90,100000,20
2014-12-04,60,100000,20
2014-04-18,30,200000,20
2014-10-16,60,360000,21.6
2014-09-23,90,200000,21.6
2014-12-11,60,100000,18
2014-11-12,90,70000,20
2014-09-02,180,300000,21.6
2014-09-27,60,150000,21.6
2014-12-29,180,90000,18
2014-04-07,30,120000,20
2015-02-09,180,500000,16
2014-11-16,90,50000,20
2014-01-12,30,50000,20
2014-12-11,30,50000,20
2014-06-07,60,100000,18
2014-04-22,60,50000,20
2014-05-24,30,100000,18
2014-06-12,30,100000,18
2015-03-10,180,500000,16
2014-06-08,30,100000,18
2014-04-24,180,80000,20
2014-01-23,30,300000,20
2014-07-25,90,150000,21.6
2014-12-29,180,50000,20
2014-01-18,30,300000,20
2014-09-30,180,300000,21.6
2015-01-09,180,50000,16
2014-07-26,90,150000,21.6
2014-10-30,180,100000,21.6
2014-09-19,90,150000,21.6
2015-01-28,90,100000,16
2014-07-26,60,100000,21.6
2014-02-13,30,200000,20
2014-07-04,90,50000,21.6
2014-05-20,180,100000,18
2014-05-10,180,200000,20
2014-08-31,180,150000,21.6
2013-12-30,180,50000,20
2014-09-04,30,100000,21.6
2014-08-22,28,1000000,21.6
2014-10-04,90,350000,21.6
2013-09-18,60,200000,20
2014-12-30,90,100000,20
2013-11-17,90,50750,20
2013-10-03,30,400000,20
2013-10-23,90,100000,20
2014-08-05,30,300000,21.6
2014-11-29,30,50000,20
2014-08-29,90,350000,21.6
2014-03-02,180,100000,20
2013-12-20,90,100000,20
2013-10-14,30,300000,20
2014-11-19,30,100000,20
2013-12-23,180,50000,20
2014-01-28,30,300000,20
2015-02-13,60,500000,16
2014-06-13,30,100000,18
2014-02-28,180,100000,20
2014-01-02,10,500000,18
2013-11-07,30,300000,20
2013-09-26,30,300000,20
2014-03-01,30,150000,20
2014-09-09,60,140000,21.6
2013-12-30,90,100000,20
2014-12-02,30,50000,20
2013-10-20,30,300000,20
2014-12-30,30,100000,20
2014-01-08,60,50000,20
2014-08-19,60,50000,21.6
2014-03-08,180,150000,20
2014-03-08,30,100000,20
2014-07-11,90,80000,21.6
2015-01-08,60,50000,16
2015-01-05,180,50000,20
2014-08-18,60,100000,21.6
2014-09-21,60,200000,21.6
2014-07-10,60,50000,21.6
2014-04-08,30,100000,20
2015-01-07,30,50000,20
2014-06-28,60,50000,18
2014-02-19,30,200000,20
2014-05-24,90,100000,18
2015-02-14,180,3000000,16
2014-04-20,60,100000,20
2014-01-24,180,240000,20
2014-09-09,30,450000,21.6
2014-12-08,180,50000,20
2013-09-04,60,500000,20
2014-08-08,180,150000,21.6
2014-07-18,180,50000,21.6
2015-03-09,180,500000,16
2014-05-20,90,100000,18
2014-10-25,30,100000,21.6
2015-02-13,30,500000,16
2013-09-04,30,300000,20
2014-06-27,30,100000,18
2014-04-26,30,100000,20
2014-12-01,30,100000,20
2013-09-03,60,300000,20
2014-03-01,180,100000,20
2014-02-18,30,200000,20
2013-12-31,10,500000,18
2014-06-03,180,100000,18
2013-11-05,90,100000,20
2014-08-21,180,200000,21.6
2014-06-28,30,150000,18
2013-11-27,30,300000,20
2014-08-15,30,300000,21.6
2015-02-10,90,500000,16
2014-12-17,60,100000,18
2014-12-23,60,150000,18
2015-01-13,30,50000,16
2014-05-16,30,120000,18
2013-12-10,30,50000,20
2013-12-17,60,50000,20
2015-01-09,60,50000,20
2014-05-20,180,50000,18
2014-04-01,180,80000,20
2014-05-28,180,60000,18
2014-12-12,90,50000,20
2014-09-24,22,1500000,21.6
2014-01-13,180,50000,20
2014-02-19,90,100000,20
2013-09-30,30,200000,20
2014-12-15,180,50000,20
2013-10-14,90,200000,20
2013-09-09,30,400000,1
2014-03-22,30,50000,20
2014-06-12,30,100000,18
2015-01-12,30,50000,16
2014-09-10,30,250000,21.6
2014-01-18,90,100000,20
2014-07-24,60,100000,21.6
2014-09-29,180,50000,21.6
2014-08-04,60,200000,21.6
2014-12-12,60,50000,20
2014-12-25,60,100000,18
2014-03-31,30,150000,20
2013-10-18,60,200000,20
2014-03-17,30,250000,20
2015-01-19,90,50000,20
2014-12-25,30,100000,20
2013-10-04,90,200000,20
2014-11-20,180,50000,20
2014-12-04,180,50000,20
2014-07-28,60,100000,21.6
2014-09-04,60,150000,21.6
2014-10-26,90,150000,21.6
2014-11-13,30,100000,20
2015-01-15,90,50000,16
2015-04-07,180,300000,16
2014-09-17,90,150000,21.6
2014-06-18,90,100000,18
2014-02-16,30,150000,20
2013-12-24,90,100000,20
2014-03-30,30,200000,20
2014-01-04,30,100000,20
2015-04-29,180,300000,16
2014-01-18,60,50000,20
2014-10-06,180,350000,21.6
2014-03-31,180,100000,20
2014-11-08,30,100000,20
2014-07-01,60,100000,21.6
2015-04-15,180,300000,16
2013-09-12,60,300000,20
2014-04-01,180,100000,20
2014-03-12,90,100000,20
2014-07-07,180,100000,21.6
2015-01-21,90,50000,20
2014-08-19,30,250000,21.6
2015-01-12,60,50000,20
2014-11-11,180,100000,20
2015-01-06,60,50000,20
2014-11-04,90,200000,20
2015-01-05,30,100000,20
2013-11-12,30,300000,20
2014-01-15,30,50000,20
2014-01-24,180,100000,20
2013-12-16,180,50000,20
2014-09-16,90,150000,21.6
2014-11-30,30,200000,20
2014-05-15,180,100000,18
2013-12-24,60,50000,20
2014-08-13,30,200000,21.6
2014-09-09,180,300000,21.6
2014-03-01,90,100000,20
2014-01-27,60,100000,20
2014-11-23,30,100000,20
2014-11-26,30,200000,20
2014-04-19,60,100000,20
2014-07-05,60,150000,21.6
2014-07-01,180,150000,21.6
2013-11-11,30,500000,20
2014-12-31,180,100000,20
2014-06-07,180,100000,18
2013-10-10,30,300000,20
2014-11-14,30,100000,20
2014-05-10,90,200000,20
2013-10-31,30,200000,20
2014-04-09,30,200000,20
2013-11-10,30,500000,20
2014-12-11,90,50000,20
2014-12-08,30,50000,20
2014-12-05,180,50000,20
2014-01-04,10,500000,18
2014-04-09,60,100000,20
2014-03-03,30,150000,20
2014-07-24,90,150000,21.6
2013-10-20,90,100000,20
2015-01-27,90,100000,16
2015-01-13,90,50000,20
2014-04-22,60,100000,20
2013-10-15,90,100000,20
2014-12-23,180,50000,20
2013-09-23,30,300000,20
2014-12-29,30,150000,16
2014-12-29,60,150000,18
2015-01-07,60,50000,20
2014-08-28,180,250000,21.6
2013-12-11,90,50000,20
2015-01-19,60,50000,20
2014-01-08,90,20000,20
2014-09-21,180,250000,21.6
2013-11-08,90,100000,20
2014-04-30,60,100000,20
2014-12-15,90,50000,20
2015-02-10,30,500000,16
2014-06-23,60,50000,18
2015-01-21,60,50000,16
2015-01-19,30,100000,16
2014-12-19,30,100000,18
2014-12-15,90,100000,18
2013-10-02,90,200000,20
2014-07-07,90,300000,21.6
2014-08-11,180,150000,21.6
2014-04-28,180,100000,20
2014-07-30,60,100000,21.6
2014-12-08,180,150000,20
2014-09-05,30,50000,21.6
2014-01-05,180,50000,20
2014-07-28,180,100000,21.6
2014-10-17,30,200000,21.6
2014-01-02,90,100000,20
2015-01-14,30,50000,20
2015-02-05,30,500000,16
2014-07-09,180,250000,21.6
2013-10-08,30,300000,20
2013-11-09,30,500000,20
2014-10-10,180,200000,21.6
2014-10-15,90,150000,21.6
2014-01-21,180,100000,20
2015-01-06,30,100000,16
2014-04-17,30,150000,20
2013-12-31,90,100000,20
2014-12-22,30,150000,16
2014-05-27,30,150000,18
2015-01-07,30,50000,16
2014-09-30,180,280000,21.6
2014-02-16,90,100000,20
2014-04-22,90,150000,20
2014-11-29,90,50000,20
2014-12-17,30,50000,20
2013-09-12,90,500000,20
2014-01-15,90,50000,20
2014-11-10,30,517000,20
2013-09-14,60,500000,20
2014-09-17,60,150000,21.6
2014-11-20,30,50000,20
2013-12-08,30,50000,20
2014-03-25,180,200000,20
2014-01-08,30,20000,10
2014-12-02,30,50000,20
2014-05-20,90,50000,18
2014-01-01,60,50000,20
2015-01-19,30,100000,20
2015-01-04,180,150000,16
2014-03-13,90,300000,20
2015-02-05,180,500000,16
2014-08-17,90,150000,21.6
2014-09-07,30,350000,21.6
2014-03-11,180,100000,20
2014-05-20,30,150000,18
2014-10-03,180,100000,21.6
2014-11-11,90,50000,20
2014-04-10,180,100000,20
2014-02-15,30,300000,20
2015-01-16,60,50000,20
2014-02-20,30,200000,20
2014-05-05,30,110000,20
2014-08-14,90,150000,21.6
2014-09-10,60,100000,21.6
2014-05-05,180,100000,20
2014-10-24,30,400000,21.6
2014-06-10,30,200000,18
2014-08-09,180,150000,21.6
2014-10-25,180,100000,21.6
2014-03-11,180,150000,20
2014-05-21,180,80000,18
2014-12-09,30,50000,20
2013-10-26,30,300000,20
2013-09-03,90,300000,20
2014-08-29,60,250000,21.6
2014-10-18,180,200000,21.6
2013-11-17,30,300000,20
2015-01-23,30,100000,16
2013-12-27,60,50000,20
2013-10-08,90,200000,20
2015-01-19,180,50000,16
2014-06-23,90,100000,18
2014-06-27,60,50000,18
2013-11-01,90,50000,20
2014-06-16,30,100000,18
2014-03-05,90,100000,20
2014-10-12,30,200000,21.6
2015-01-19,90,100000,16
2015-01-23,60,50000,16
2014-05-29,90,100000,18
2014-01-23,90,100000,20
2014-01-03,10,500000,18
2014-09-30,180,50000,21.6
2014-12-30,180,150000,18
2014-05-30,180,100000,18
2014-08-31,90,250000,21.6
2013-10-04,30,200000,20
2013-10-30,90,10000,20
2014-04-18,90,290000,20
2014-06-04,90,50000,18
2014-06-15,180,150000,18
2014-06-23,30,100000,18
2014-10-02,60,120000,21.6
2013-12-14,60,50000,20
2013-11-09,90,100000,20
2014-03-18,90,100000,20
2014-10-10,180,100000,21.6
2013-10-03,90,200000,20
2014-12-05,90,50000,20
2015-02-03,60,500000,16
2014-02-25,90,100000,20
2014-03-07,90,100000,20
2014-10-27,180,100000,21.6
2014-09-08,30,450000,21.6
2014-06-21,180,150000,18
2014-07-20,30,250000,21.6
2014-03-09,90,100000,20
2014-01-06,180,50000,20
2014-04-24,60,100000,20
2015-01-04,30,150000,16
2015-04-02,180,300000,16
2014-05-30,180,300000,18
2014-07-19,60,100000,21.6
2014-09-26,180,50000,21.6
2014-12-23,180,150000,18
2013-09-09,30,300000,20
2014-05-28,180,100000,18
2014-06-07,60,100000,18
2014-01-24,30,300000,20
2014-11-09,180,50000,20
2015-01-06,90,110000,16
2014-02-21,30,200000,20
2014-01-25,30,300000,20
2014-12-17,30,100000,18
2014-09-20,60,150000,21.6
2014-03-25,30,300000,20
2014-11-17,30,100000,20
2014-06-12,60,100000,18
2015-01-12,30,50000,20
2014-07-08,30,350000,21.6
2014-02-13,30,100000,20
2014-03-05,90,100000,20
2014-11-01,30,50000,20
2014-08-25,30,300000,21.6
2014-11-23,30,100000,20
2013-12-26,90,100000,20
2014-08-23,180,150000,21.6
2014-11-12,30,100000,20
2013-11-21,30,200000,20
2014-01-26,30,300000,20
2014-06-10,180,100000,18
2014-12-17,180,50000,20
2014-10-04,30,50000,21.6
2015-01-07,180,70000,16
2014-08-22,180,150000,21.6
2014-11-03,180,100000,20
2014-07-06,30,300000,21.6
2014-12-25,60,50000,20
2014-07-09,60,250000,21.6
2014-01-10,10,500000,18
2014-11-21,30,100000,20
2014-11-29,30,200000,20
2014-11-27,90,50000,20
2014-11-29,180,50000,20
2013-11-23,30,200000,20
2014-04-07,30,500000,20
2014-02-12,30,300000,20
2014-09-21,90,250000,21.6
2015-01-07,60,50000,16
2014-06-11,90,50000,18
2014-03-21,90,100000,20
2014-10-05,180,350000,21.6
2014-02-22,90,100000,20
2014-01-08,30,20000,20
2014-03-28,90,200000,20
2014-08-30,90,250000,21.6
2013-10-24,60,200000,20
2014-05-22,30,100000,18
2015-01-15,30,50000,20
2014-01-20,30,300000,20
2013-10-15,30,100000,20
2013-12-18,60,50000,20
2014-09-06,30,50000,21.6
2014-11-18,180,50000,20
2014-01-03,90,100000,20
2014-05-13,90,150000,18
2015-02-05,60,500000,16
2015-03-23,180,500000,16
2014-05-07,60,100000,20
2013-12-11,180,50000,20
2014-11-15,180,50000,20
2015-03-31,180,300000,16
2014-06-04,180,100000,18
2015-02-12,180,500000,16
2013-10-07,30,300000,20
2014-04-03,30,300000,20
2014-01-03,60,50000,20
2014-05-08,180,100000,20
2014-01-14,10,500000,18
2014-04-13,180,100000,20
2014-03-10,30,200000,20
2014-02-19,30,200000,20
2013-09-03,30,300000,20
2014-04-21,90,200000,20
2013-12-05,30,150000,20
