DEADLINE,LIFE_LOAN,ITEM_AMOUNT
2015-07-05,60,60000
2015-07-05,30,80000
2015-07-04,60,100000
2015-07-04,90,90000
2015-07-04,90,100000
2015-07-04,60,70000
2015-07-04,30,100000
2015-07-03,90,210000
2015-07-03,60,90000
2015-07-03,30,80000
2015-07-02,90,100000
2015-07-02,60,50000
2015-07-02,90,130000
2015-07-02,60,50000
2015-07-02,30,90000
2015-07-01,90,130000
2015-07-01,60,100000
2015-07-01,30,80000
2015-06-30,90,100000
2015-06-30,60,130000
2015-06-30,30,100000
2015-06-30,90,100000
2015-06-30,60,120000
2015-06-30,30,90000
2015-06-29,90,100000
2015-06-29,60,100000
2015-06-29,30,110000
2015-06-28,90,200000
2015-06-28,60,150000
2015-06-28,30,130000
2015-06-27,90,220000
2015-06-27,60,170000
2015-06-27,30,100000
2015-06-26,90,230000
2015-06-26,60,160000
2015-06-26,30,130000
2015-06-25,90,200000
2015-06-25,60,140000
2015-06-25,30,120000
2015-06-24,90,220000
2015-06-24,60,150000
2015-06-24,30,110000
2015-06-23,90,250000
2015-06-23,60,170000
2015-06-23,30,70000
2015-06-22,90,180000
2015-06-22,60,130000
2015-06-22,30,80000
2015-06-21,90,200000
2015-06-21,60,140000
2015-06-21,30,110000
2015-06-20,90,210000
2015-06-20,60,150000
2015-06-20,30,90000
2015-06-19,90,50000
2015-06-19,90,150000
2015-06-19,60,100000
2015-06-19,30,130000
2015-06-18,90,180000
2015-06-18,60,150000
2015-06-18,30,100000
2015-06-17,90,210000
2015-06-17,60,160000
2015-06-17,30,120000
2015-06-16,90,190000
2015-06-16,60,100000
2015-06-16,30,90000
2015-06-16,90,100000
2015-06-15,90,100000
2015-06-15,90,160000
2015-06-15,60,150000
2015-06-15,30,120000
2015-06-14,90,210000
2015-06-14,60,130000
2015-06-14,30,100000
2015-06-13,90,100000
2015-06-13,90,170000
2015-06-13,60,150000
2015-06-13,30,120000
2015-06-12,90,150000
2015-06-12,90,300000
2015-06-12,60,210000
2015-06-12,30,160000
2015-06-11,90,170000
2015-06-11,90,200000
2015-06-11,60,170000
2015-06-11,30,200000
2015-06-10,90,130000
2015-06-10,90,200000
2015-06-10,60,230000
2015-06-10,30,190000
2015-06-09,90,190000
2015-06-09,90,200000
2015-06-09,60,150000
2015-06-09,30,240000
2015-06-08,90,300000
2015-06-08,30,210000
2015-06-08,90,320000
2015-06-08,60,260000
2015-06-07,90,100000
2015-06-07,90,250000
2015-06-07,60,130000
2015-06-07,30,100000
2015-06-06,90,150000
2015-06-06,90,300000
2015-06-06,60,320000
2015-06-06,30,220000
2015-06-05,90,200000
2015-06-05,90,300000
2015-06-05,60,300000
2015-06-05,30,200000
2015-06-04,90,280000
2015-06-04,90,300000
2015-06-04,60,200000
2015-06-04,30,210000
2015-06-03,90,220000
2015-06-03,90,300000
2015-06-03,60,200000
2015-06-03,30,200000
2015-06-02,90,300000
2015-06-02,60,200000
2015-06-02,30,190000
2015-06-02,90,180000
2015-06-01,90,150000
2015-06-01,90,300000
2015-06-01,60,180000
2015-06-01,30,230000
2015-05-30,90,200000
2015-05-30,30,100000
2015-05-30,90,350000
2015-05-30,60,200000
2015-05-30,30,100000
2015-05-29,90,200000
2015-05-29,90,300000
2015-05-29,60,200000
2015-05-29,30,250000
2015-05-28,90,300000
2015-05-28,60,300000
2015-05-28,30,100000
2015-05-28,90,150000
2015-05-27,90,160000
2015-05-27,90,100000
2015-05-27,60,80000
2015-05-27,90,100000
2015-05-27,60,100000
2015-05-27,30,100000
2015-05-26,90,100000
2015-05-26,60,100000
2015-05-26,90,200000
2015-05-26,90,110000
2015-05-26,60,100000
2015-05-26,30,100000
2015-05-25,90,200000
2015-05-25,90,100000
2015-05-25,60,100000
2015-05-25,90,100000
2015-05-25,60,100000
2015-05-25,30,100000
2015-05-24,90,300000
2015-05-24,90,200000
2015-05-24,60,100000
2015-05-24,90,100000
2015-05-24,60,100000
2015-05-24,30,100000
2015-05-23,90,300000
2015-05-23,90,200000
2015-05-23,60,100000
2015-05-23,90,100000
2015-05-23,60,100000
2015-05-23,30,100000
2015-05-22,90,300000
2015-05-22,60,100000
2015-05-22,90,200000
2015-05-22,90,100000
2015-05-22,60,100000
2015-05-22,30,100000
2015-05-21,90,300000
2015-05-21,90,200000
2015-05-21,60,100000
2015-05-21,90,100000
2015-05-21,60,100000
2015-05-21,30,100000
2015-05-20,90,250000
2015-05-20,90,200000
2015-05-20,60,100000
2015-05-20,90,100000
2015-05-20,60,100000
2015-05-20,30,100000
2015-05-19,90,200000
2015-05-19,90,160000
2015-05-19,60,100000
2015-05-19,90,100000
2015-05-19,90,100000
2015-05-19,60,180000
2015-05-19,30,100000
2015-05-18,90,100000
2015-05-18,60,200000
2015-05-18,90,200000
2015-05-18,60,100000
2015-05-18,90,100000
2015-05-18,60,100000
2015-05-18,30,110000
2015-05-17,90,120000
2015-05-17,90,200000
2015-05-17,90,250000
2015-05-17,60,100000
2015-05-17,90,100000
2015-05-17,60,110000
2015-05-17,30,100000
2015-05-16,90,200000
2015-05-16,90,180000
2015-05-16,60,100000
2015-05-16,90,100000
2015-05-16,60,100000
2015-05-16,30,100000
2015-05-16,90,150000
2015-05-15,90,200000
2015-05-15,60,50000
2015-05-15,90,200000
2015-05-15,60,100000
2015-05-15,90,100000
2015-05-15,60,100000
2015-05-15,30,100000
2015-05-14,90,170000
2015-05-14,90,300000
2015-05-14,90,100000
2015-05-14,60,100000
2015-05-14,30,100000
2015-05-14,90,100000
2015-05-14,60,100000
2015-05-14,30,100000
2015-05-13,90,300000
2015-05-13,90,280000
2015-05-13,60,100000
2015-05-13,90,100000
2015-05-13,60,170000
2015-05-13,30,100000
2015-05-12,90,300000
2015-05-12,90,160000
2015-05-12,60,100000
2015-05-12,90,100000
2015-05-12,60,100000
2015-05-12,30,100000
2015-05-12,90,300000
2015-05-11,90,200000
2015-05-11,60,100000
2015-05-11,90,120000
2015-05-11,60,100000
2015-05-11,30,100000
2015-05-10,90,200000
2015-05-10,90,200000
2015-05-10,60,190000
2015-05-10,90,200000
2015-05-10,90,100000
2015-05-10,60,100000
2015-05-10,30,100000
2015-05-09,30,120000
2015-05-09,90,300000
2015-05-09,90,200000
2015-05-09,60,100000
2015-05-09,90,100000
2015-05-09,90,100000
2015-05-09,60,100000
2015-05-09,30,100000
2015-05-08,90,130000
2015-05-08,90,200000
2015-05-08,60,100000
2015-05-08,90,100000
2015-05-08,60,100000
2015-05-08,30,100000
2015-05-07,90,300000
2015-05-07,90,150000
2015-05-07,30,100000
2015-05-07,60,110000
2015-05-07,90,100000
2015-05-07,30,100000
2015-05-06,90,300000
2015-05-06,90,200000
2015-05-06,90,120000
2015-05-06,60,100000
2015-05-06,30,100000
2015-05-05,90,200000
2015-05-05,90,200000
2015-05-05,90,100000
2015-05-05,90,100000
2015-05-05,60,100000
2015-05-05,30,100000
2015-05-04,90,200000
2015-05-04,60,100000
2015-05-04,90,100000
2015-05-04,30,100000
2015-05-04,90,100000
2015-05-04,60,100000
2015-05-04,30,100000
2015-05-03,90,200000
2015-05-03,90,170000
2015-05-03,60,100000
2015-05-03,90,300000
2015-05-03,90,100000
2015-05-03,60,100000
2015-05-03,30,100000
2015-05-02,60,300000
2015-05-02,90,160000
2015-05-02,90,190000
2015-05-02,60,100000
2015-05-02,90,100000
2015-05-02,60,110000
2015-05-02,30,100000
2015-05-01,60,200000
2015-05-01,90,200000
2015-05-01,60,100000
2015-05-01,90,180000
2015-05-01,60,100000
2015-05-01,30,100000
2015-04-30,60,200000
2015-04-30,90,290000
2015-04-30,90,100000
2015-04-30,60,100000
2015-04-30,30,100000
2015-04-30,60,200000
2015-04-30,90,210000
2015-04-30,90,90000
2015-04-30,60,180000
2015-04-30,30,100000
2015-04-29,90,200000
2015-04-29,30,150000
2015-04-29,60,100000
2015-04-29,30,100000
2015-04-29,90,100000
2015-04-28,90,200000
2015-04-28,60,200000
2015-04-28,90,100000
2015-04-28,60,130000
2015-04-28,30,100000
2015-04-27,90,150000
2015-04-27,60,100000
2015-04-27,30,200000
2015-04-27,90,100000
2015-04-27,60,100000
2015-04-27,30,100000
2015-04-26,90,200000
2015-04-26,60,100000
2015-04-26,90,100000
2015-04-26,60,100000
2015-04-26,30,100000
2015-04-25,90,200000
2015-04-25,90,100000
2015-04-25,60,80000
2015-04-25,90,200000
2015-04-25,90,100000
2015-04-25,60,100000
2015-04-24,30,350000
2015-04-24,90,100000
2015-04-24,90,100000
2015-04-24,60,100000
2015-04-24,30,100000
2015-04-23,30,100000
2015-04-23,30,200000
2015-04-23,90,100000
2015-04-23,60,100000
2015-04-23,30,100000
2015-04-22,30,100000
2015-04-22,30,190000
2015-04-22,90,100000
2015-04-22,60,100000
2015-04-22,30,100000
2015-04-21,90,200000
2015-04-21,30,100000
2015-04-21,30,100000
2015-04-21,90,100000
2015-04-21,60,100000
2015-04-20,30,100000
2015-04-20,90,100000
2015-04-20,90,100000
2015-04-20,60,100000
2015-04-20,30,50000
2015-04-19,30,200000
2015-04-19,30,100000
2015-04-19,30,100000
2015-04-19,30,100000
2015-04-19,30,150000
2015-04-18,30,200000
2015-04-18,30,100000
2015-04-18,30,100000
2015-04-18,30,60000
2015-04-18,30,100000
2015-04-17,30,100000
2015-04-17,30,100000
2015-04-17,30,160000
2015-04-17,30,100000
2015-04-17,30,100000
2015-04-16,30,100000
2015-04-16,30,100000
2015-04-16,30,70000
2015-04-16,30,100000
2015-04-16,30,180000
2015-04-15,30,100000
2015-04-15,30,100000
2015-04-15,30,100000
2015-04-15,30,100000
2015-04-14,30,200000
2015-04-14,30,100000
2015-04-14,30,100000
2015-04-14,30,100000
2015-04-14,30,130000
2015-04-13,30,100000
2015-04-13,30,100000
2015-04-13,30,170000
2015-04-13,30,100000
2015-04-13,30,130000
2015-04-12,30,100000
2015-04-12,30,100000
2015-04-12,30,100000
2015-04-12,30,100000
2015-04-12,30,80000
2015-04-12,30,100000
2015-04-11,30,100000
2015-04-11,30,100000
2015-04-11,30,320000
2015-04-11,30,100000
2015-04-11,30,100000
2015-04-10,30,100000
2015-04-10,30,100000
2015-04-10,30,200000
2015-04-10,30,100000
2015-04-10,30,100000
2015-04-09,30,200000
2015-04-09,30,100000
2015-04-09,30,100000
2015-04-09,30,100000
2015-04-09,30,100000
2015-04-08,30,220000
2015-04-08,30,100000
2015-04-08,30,90000
2015-04-08,30,100000
2015-04-07,30,210000
2015-04-07,30,100000
2015-04-07,30,100000
2015-04-07,30,100000
2015-04-06,30,100000
2015-04-06,30,210000
2015-04-06,30,100000
2015-04-06,30,150000
2015-04-05,30,100000
2015-04-05,30,100000
2015-04-05,30,100000
2015-04-05,30,100000
2015-04-04,30,100000
2015-04-04,30,30000
2015-04-04,30,100000
2015-04-04,30,100000
2015-04-04,30,100000
2015-04-04,30,100000
2015-04-03,30,100000
2015-04-03,30,100000
2015-04-03,30,100000
2015-04-03,30,200000
2015-04-02,30,100000
2015-04-02,30,120000
2015-04-02,30,130000
2015-04-02,30,200000
2015-04-01,30,100000
2015-04-01,30,100000
2015-04-01,30,100000
2015-04-01,30,200000
2015-03-28,30,100000
2015-03-28,30,110000
2015-03-28,30,100000
2015-03-28,30,10000
2015-03-27,30,100000
2015-03-27,30,180000
2015-03-26,30,100000
2015-03-26,30,150000
2015-03-25,30,300000
2015-03-25,30,100000
2015-03-25,30,100000
2015-03-24,30,100000
2015-03-24,30,100000
2015-03-23,30,100000
2015-03-23,30,100000
2015-03-23,30,100000
2015-03-22,30,170000
2015-03-22,30,100000
2015-03-17,30,100000
2015-03-17,30,100000
2015-03-17,30,100000
2015-03-16,30,180000
2015-03-16,30,100000
2015-03-16,30,160000
2015-03-15,30,100000
2015-03-15,30,160000
2015-03-15,30,100000
2015-03-14,30,100000
2015-03-14,30,130000
2015-03-13,30,170000
2015-03-13,30,100000
2015-03-13,30,100000
2015-03-12,30,100000
2015-03-12,30,100000
2015-03-11,30,100000
2015-03-11,30,320000
2015-03-11,30,100000
2015-03-10,30,100000
2015-03-10,30,100000
2015-03-10,30,100000
2015-03-10,30,70000
2015-03-09,30,100000
2015-03-09,30,100000
2015-03-09,30,100000
2015-03-08,30,100000
2015-03-08,30,30000
2015-03-08,30,150000
2015-03-08,30,210000
2015-03-08,30,100000
2015-03-07,30,140000
2015-03-07,30,210000
2015-03-07,30,120000
2015-03-07,30,100000
2015-03-06,30,200000
2015-03-06,30,100000
2015-03-06,30,100000
2015-03-05,30,100000
2015-03-05,30,100000
2015-03-04,30,100000
2015-03-04,30,100000
2015-03-04,30,100000
2015-03-03,30,150000
2015-03-03,30,100000
2015-03-02,30,100000
2015-03-02,30,100000
2015-03-01,30,150000
2015-03-01,30,100000
2015-02-28,30,100000
2015-02-28,30,200000
2015-02-28,30,100000
2015-02-28,30,100000
2015-02-28,30,140000
2015-02-28,30,100000
2015-02-28,30,100000
2015-02-28,30,100000
2015-02-28,30,100000
2015-02-28,30,100000
2015-02-27,30,130000
2015-02-27,30,100000
2015-02-26,30,100000
2015-02-26,30,100000
2015-02-26,30,100000
2015-02-25,30,100000
2015-02-25,30,300000
2015-02-25,30,100000
2015-02-24,30,100000
2015-02-24,30,100000
2015-02-23,30,100000
2015-02-23,30,150000
2015-02-23,30,100000
2015-02-22,30,100000
2015-02-22,30,100000
2015-02-22,30,100000
2015-02-21,30,110000
2015-02-21,30,100000
2015-02-21,30,100000
2015-02-20,30,190000
2015-02-20,30,100000
2015-02-20,30,100000
2015-02-20,30,100000
2015-02-19,30,100000
2015-02-19,30,100000
2015-02-19,30,100000
2015-02-19,30,100000
2015-02-18,30,100000
2015-02-18,30,170000
2015-02-18,30,200000
2015-02-17,30,220000
2015-02-16,30,100000
2015-02-16,30,100000
2015-02-16,30,150000
2015-02-15,30,100000
2015-02-15,30,100000
2015-02-15,30,150000
2015-02-15,30,100000
2015-02-14,30,110000
2015-02-14,30,100000
2015-02-14,30,100000
2015-02-13,30,100000
2015-02-13,30,160000
2015-02-13,30,100000
2015-02-13,30,100000
2015-02-12,30,100000
2015-02-12,30,100000
2015-02-12,30,100000
2015-02-11,30,200000
2015-02-11,30,300000
2015-02-11,30,100000
2015-02-10,30,100000
2015-02-10,30,100000
2015-02-10,30,200000
2015-02-09,30,100000
2015-02-09,30,100000
2015-02-09,30,100000
2015-02-09,30,100000
2015-02-09,30,100000
2015-02-08,30,100000
2015-02-08,30,100000
2015-02-08,30,150000
2015-02-08,30,200000
2015-02-08,30,100000
2015-02-07,30,100000
2015-02-07,30,100000
2015-02-07,30,100000
2015-02-07,30,140000
2015-02-07,30,210000
2015-02-07,30,100000
2015-02-06,30,100000
2015-02-06,30,100000
2015-02-06,30,200000
2015-02-06,30,100000
2015-02-06,30,100000
2015-02-05,30,120000
2015-02-05,30,100000
2015-02-05,30,100000
2015-02-05,30,150000
2015-02-04,30,100000
2015-02-04,30,100000
2015-02-04,30,100000
2015-02-04,30,100000
2015-02-04,30,100000
2015-02-03,30,300000
2015-02-02,30,350000
2015-02-01,30,200000
2015-02-01,30,100000
2015-01-31,30,100000
2015-01-31,30,100000
2015-01-31,30,100000
2015-01-31,30,100000
2015-01-31,30,100000
2015-01-30,30,100000
2015-01-30,30,100000
2015-01-30,30,100000
2015-01-30,30,100000
2015-01-30,30,100000
2015-01-29,30,200000
2015-01-29,30,130000
2015-01-29,30,100000
2015-01-29,30,100000
2015-01-28,30,200000
2015-01-28,30,100000
2015-01-28,30,200000
2015-01-27,30,300000
2015-01-27,30,100000
2015-01-27,30,200000
2015-01-26,30,100000
2015-01-26,30,100000
2015-01-26,30,150000
2015-01-26,30,100000
2015-01-26,30,100000
2015-01-25,30,130000
2015-01-25,30,290000
2015-01-25,30,100000
2015-01-25,30,100000
2015-01-24,30,200000
2015-01-24,30,100000
2015-01-24,30,100000
2015-01-24,30,110000
2015-01-23,30,100000
2015-01-23,30,100000
2015-01-23,30,100000
2015-01-23,30,100000
2015-01-22,30,100000
2015-01-22,30,100000
2015-01-22,30,100000
2015-01-21,30,100000
2015-01-21,30,200000
2015-01-20,30,100000
2015-01-20,30,100000
2015-01-19,30,100000
2015-01-19,30,180000
2015-01-19,30,100000
2015-01-19,30,100000
2015-01-18,30,100000
2015-01-18,30,170000
2015-01-18,30,100000
2015-01-18,30,100000
2015-01-17,30,100000
2015-01-17,30,110000
2015-01-17,30,100000
2015-01-16,30,100000
2015-01-16,30,100000
2015-01-16,30,100000
2015-01-16,30,100000
2015-01-15,30,100000
2015-01-15,30,100000
2015-01-15,30,100000
2015-01-14,30,100000
2015-01-14,30,100000
2015-01-14,30,200000
2015-01-13,30,100000
2015-01-13,30,150000
2015-01-13,30,100000
2015-01-13,30,100000
2015-01-12,30,100000
2015-01-12,30,100000
2015-01-12,30,140000
2015-01-12,30,100000
2015-01-11,30,100000
2015-01-11,30,100000
2015-01-11,30,100000
2015-01-11,30,120000
2015-01-10,30,100000
2015-01-10,30,100000
2015-01-10,30,100000
2015-01-10,30,100000
2015-01-09,30,100000
2015-01-09,30,110000
2015-01-09,30,100000
2015-01-09,30,100000
2015-01-08,30,100000
2015-01-08,30,190000
2015-01-08,30,100000
2015-01-08,30,120000
2015-01-07,30,100000
2015-01-07,30,200000
2015-01-07,30,200000
2015-01-06,30,100000
2015-01-06,30,100000
2015-01-06,30,100000
2015-01-06,30,230000
2015-01-05,30,100000
2015-01-05,30,100000
2015-01-05,30,100000
2015-01-05,30,70000
2015-01-05,30,100000
2015-01-04,30,100000
2015-01-04,30,100000
2015-01-04,30,100000
2015-01-04,30,100000
2015-01-04,30,150000
2015-01-03,30,100000
2015-01-03,30,100000
2015-01-03,30,100000
2015-01-03,30,100000
2015-01-02,30,100000
2015-01-02,30,180000
2015-01-02,30,100000
2015-01-01,30,100000
2015-01-01,30,100000
2015-01-01,30,130000
2015-01-01,30,100000
2014-12-30,30,100000
2014-12-30,30,200000
2014-12-29,30,120000
2014-12-29,30,200000
2014-12-28,30,100000
2014-12-28,30,100000
2014-12-28,30,100000
2014-12-28,30,100000
2014-12-27,30,100000
2014-12-27,30,100000
2014-12-27,30,100000
2014-12-27,30,100000
2014-12-26,30,100000
2014-12-26,30,100000
2014-12-26,30,100000
2014-12-25,30,120000
2014-12-25,30,200000
2014-12-25,30,100000
2014-12-25,30,100000
2014-12-24,30,100000
2014-12-24,30,100000
2014-12-24,30,100000
2014-12-24,30,100000
2014-12-24,30,100000
2014-12-23,30,100000
2014-12-23,30,100000
2014-12-23,30,200000
2014-12-22,30,100000
2014-12-22,30,200000
2014-12-21,30,100000
2014-12-21,30,100000
2014-12-21,30,100000
2014-12-21,30,100000
2014-12-20,30,100000
2014-12-20,30,100000
2014-12-20,30,100000
2014-12-20,30,100000
2014-12-19,30,100000
2014-12-19,30,100000
2014-12-19,30,150000
2014-12-19,30,100000
2014-12-19,30,100000
2014-12-18,30,100000
2014-12-18,30,100000
2014-12-18,30,100000
2014-12-18,30,100000
2014-12-18,30,100000
2014-12-17,30,100000
2014-12-17,30,100000
2014-12-17,30,100000
2014-12-16,30,100000
2014-12-16,30,200000
2014-12-15,30,200000
2014-12-15,30,100000
2014-12-15,30,200000
2014-12-14,30,100000
2014-12-14,30,150000
2014-12-14,30,100000
2014-12-14,30,100000
2014-12-14,30,100000
2014-12-13,30,100000
2014-12-13,30,200000
2014-12-13,30,100000
2014-12-13,30,111000
2014-12-13,30,100000
2014-12-12,30,100000
2014-12-12,30,100000
2014-12-12,30,200000
2014-12-12,30,110000
2014-12-12,30,100000
2014-12-11,30,150000
2014-12-11,30,200000
2014-12-11,30,110000
2014-12-11,30,100000
2014-12-10,30,100000
2014-12-10,30,1000
2014-12-10,30,100000
2014-12-10,30,100000
2014-12-10,30,100000
2014-12-10,30,100000
2014-12-09,30,100000
2014-12-09,30,100000
2014-12-09,30,100000
2014-12-08,30,100000
2014-12-08,30,100000
2014-12-08,30,150000
2014-12-08,30,100000
2014-12-07,30,200000
2014-12-07,30,100000
2014-12-07,30,100000
2014-12-07,30,100000
2014-12-06,30,200000
2014-12-06,30,100000
2014-12-06,30,100000
2014-12-06,30,150000
2014-12-05,30,100000
2014-12-05,30,110000
2014-12-05,30,100000
2014-12-05,30,100000
2014-12-05,30,100000
2014-12-04,30,200000
2014-12-04,30,100000
2014-12-04,30,220000
2014-12-03,30,100000
2014-12-03,30,100000
2014-12-03,30,200000
2014-12-02,30,100000
2014-12-02,30,210000
2014-12-01,30,100000
2014-12-01,30,170000
2014-11-30,30,100000
2014-11-30,30,100000
2014-11-30,30,200000
2014-11-30,30,100000
2014-11-30,30,120000
2014-11-30,30,200000
2014-11-29,30,100000
2014-11-29,30,100000
2014-11-29,30,180000
2014-11-28,30,100000
2014-11-28,30,100000
2014-11-28,30,200000
2014-11-27,30,100000
2014-11-27,30,100000
2014-11-27,30,200000
2014-11-26,30,100000
2014-11-26,30,100000
2014-11-25,30,100000
2014-11-25,30,100000
2014-11-25,30,150000
2014-11-26,30,200000
2014-11-24,30,100000
2014-11-24,30,100000
2014-11-24,30,200000
2014-11-23,30,110000
2014-11-23,30,50000
2014-11-23,30,100000
2014-11-23,30,90000
2014-11-23,30,100000
2014-11-22,30,200000
2014-11-22,30,200000
2014-11-21,30,200000
2014-11-21,30,200000
2014-11-20,30,200000
2014-11-20,30,150000
2014-11-19,30,100000
2014-11-19,30,100000
2014-11-19,30,200000
2014-11-18,30,200000
2014-11-18,30,200000
2014-11-17,30,100000
2014-11-17,30,200000
2014-11-17,30,100000
2014-11-16,30,210000
2014-11-16,30,210000
2014-11-15,30,200000
2014-11-15,30,150000
2014-11-14,30,200000
2014-11-14,30,200000
2014-11-13,30,200000
2014-11-13,30,200000
2014-11-12,30,200000
2014-11-12,30,200000
2014-11-11,30,200000
2014-11-11,30,200000
2014-11-10,30,200000
2014-11-10,30,200000
2014-11-09,30,300000
2014-11-09,30,100000
2014-11-08,30,200000
2014-11-08,30,200000
2014-11-07,30,100000
2014-11-06,30,100000
2014-11-05,30,100000
2014-11-04,30,100000
2014-10-30,30,150000
2014-10-30,30,250000
2014-10-29,30,150000
2014-10-29,30,150000
2014-10-28,30,200000
2014-10-28,30,100000
2014-10-27,30,100000
2014-10-26,30,100000
2014-10-26,30,100000
2014-10-26,30,170000
2014-10-25,30,150000
2014-10-25,30,150000
2014-10-24,30,100000
2014-10-24,30,150000
2014-10-23,30,200000
2014-10-23,30,100000
2014-10-22,30,150000
2014-10-22,30,150000
2014-10-21,30,100000
2014-10-20,30,80000
2014-10-19,30,150000
2014-10-19,30,150000
2014-10-18,30,150000
2014-10-18,30,100000
2014-10-17,30,100000
2014-10-17,30,130000
2014-10-16,30,100000
2014-10-16,30,100000
2014-10-15,30,100000
2014-10-15,30,100000
2014-10-12,30,100000
2014-10-12,30,70000
2014-10-11,30,150000
2014-10-10,30,150000
2014-10-09,30,150000
2014-10-04,30,50000
2014-10-04,30,100000
2014-10-03,30,100000
2014-10-03,30,188000
2014-10-02,30,100000
2014-10-01,30,100000
2014-09-30,30,100000
2014-09-29,30,100000
2014-09-28,30,60000
2014-09-27,30,100000
2014-09-27,30,80000
2014-09-26,90,50000
2014-09-26,30,80000
2014-09-26,30,88000
2014-09-25,90,50000
2014-09-25,30,80000
2014-09-23,90,50000
2014-09-23,30,100000
2014-09-21,30,89648
2014-09-21,90,50000
2014-09-21,30,100000
2014-09-20,30,100000
2014-09-20,90,50000
2014-09-19,30,88000
2014-09-19,30,100000
2014-09-19,90,50000
2014-09-15,30,70000
2014-09-16,90,50000
2014-09-14,30,100000
2014-09-14,30,88000
2014-09-13,30,100000
2014-09-14,30,50000
2014-09-14,90,50000
2014-09-12,30,88000
2014-09-12,90,50000
2014-09-10,30,150000
2014-09-07,30,88000
2014-09-06,30,500
2014-09-07,90,50000
2014-09-06,30,88000
2014-09-07,30,100000
2014-08-31,30,2000
2014-08-09,30,50000
2014-08-07,30,50000
2014-08-03,30,40000
2014-07-29,30,40000
2014-07-26,30,40000
2014-07-24,30,40000
2014-07-20,30,500
2014-07-21,30,40000
2014-07-18,30,500
2014-06-19,1,3000
2014-07-18,30,500
2014-07-17,30,500
2014-07-03,15,3000
2014-07-16,30,5000
2014-07-19,30,100000
2014-07-16,30,100000
2014-07-12,30,1000
2014-07-12,30,1000
2014-07-11,30,500
2014-07-11,30,500
2014-06-25,15,3000
2014-07-12,30,100000
2014-06-24,15,3000
2014-07-06,30,500
2014-07-06,30,1000
2014-07-06,30,150000
2014-06-20,15,5000
2014-07-04,30,500
2014-07-04,30,500
2014-07-05,30,150000
2014-07-04,30,500
2014-06-11,7,3000
2014-07-03,30,85000
2014-06-10,7,2000
2014-07-02,30,85000
2014-06-29,31,110000
2014-06-27,30,200000
2014-06-26,30,210000
2014-06-26,30,210000
2014-06-25,30,360000
