DEADLINE,LIFE_LOAN,ITEM_AMOUNT,MONEY_RATE
2014-10-15,30,50000,18
2014-12-30,30,50000,18
2014-10-10,dynamic,88888,6.6
2014-10-30,30,50000,18
2015-01-05,90,50000,18
2014-10-20,90,50000,18
2014-12-16,90,50000,18
2015-01-30,30,30000,18
2014-11-30,30,50000,18
2014-12-30,90,50000,18
2014-12-27,90,50000,18
2015-02-13,30,50000,18
2014-10-13,30,100000,18
2015-01-13,30,50000,18
2015-02-11,90,40000,18
2015-02-26,30,100000,18
2014-12-18,30,50000,18
2014-11-28,90,50000,18
2015-01-26,30,30000,18
2015-01-24,60,60000,18
2014-10-25,dynamic,88888,6.6
2015-01-27,90,30000,18
2014-11-13,30,50000,18
2015-02-09,30,30000,18
2015-01-10,90,50000,18
2014-12-08,30,50000,18
2014-10-14,30,100000,18
2014-10-24,30,100000,18
2014-11-01,30,50000,18
2015-03-02,60,50000,18
2014-11-05,30,100000,18
2014-12-25,30,50000,18
2014-10-31,30,100000,18
2014-11-20,30,50000,18
2015-02-08,90,30000,18
2014-11-18,30,60000,18
2014-11-19,90,100000,18
2014-12-31,90,50000,18
2015-02-02,90,30000,18
2014-12-26,30,50000,18
2015-01-09,90,50000,18
2014-12-09,90,50000,18
2015-01-06,90,50000,18
2014-12-31,30,50000,18
2015-02-10,30,50000,18
2014-11-23,90,50000,18
2014-10-10,30,100000,18
2014-11-11,30,50000,18
2015-02-07,30,20000,18
2015-01-19,60,50000,18
2015-01-07,90,50000,18
2014-09-30,dynamic,88888,6.6
2014-10-25,30,100000,18
2014-11-15,30,50000,18
2014-10-20,30,100000,18
2015-01-14,30,50000,18
2015-01-20,60,60000,18
2014-10-27,30,80000,18
2014-10-09,15,50000,18
2014-10-17,30,100000,18
2015-02-25,30,100000,18
2015-01-30,90,30000,18
2014-10-23,30,100000,18
2014-12-10,30,50000,18
2014-11-01,30,50000,18
2014-10-18,30,100000,18
2014-11-27,90,50000,18
2014-11-28,30,50000,18
2015-01-12,90,50000,18
2014-11-26,30,50000,18
2014-12-11,90,49999,18
2014-12-17,90,50000,18
2014-12-01,90,50000,18
2014-12-24,90,50000,18
2015-01-28,90,30000,18
2014-10-27,90,100000,18
2015-01-03,90,50000,18
2015-02-19,30,100000,18
2014-12-12,30,50000,18
2014-12-17,30,50000,18
2015-02-06,90,30000,18
2015-02-03,90,30000,18
2014-12-23,30,50000,18
2015-01-04,90,50000,18
2015-01-26,90,30000,18
2015-02-02,30,30000,18
2015-01-16,60,50000,18
2014-11-23,30,50000,18
2014-12-02,90,50000,18
2015-02-27,30,100000,18
2015-03-02,90,50000,18
2014-10-21,30,200000,18
2015-01-08,30,50000,18
2014-12-10,30,50000,18
2014-11-28,90,50000,18
2014-11-03,30,100000,18
2014-11-06,30,76941,18
2014-10-28,30,100000,18
2015-02-25,30,80000,18
2015-01-10,30,50000,18
2014-11-07,30,50000,18
2015-02-09,90,30000,18
2014-11-27,30,100000,18
2015-01-23,60,50000,18
2014-11-11,30,50000,18
2015-03-03,60,50000,18
2014-10-08,30,50000,18
2014-12-04,90,50000,18
2014-09-30,30,50000,18
2015-01-21,60,60000,18
2014-12-09,30,50000,18
2015-02-03,30,40000,18
2014-10-20,30,200000,18
2014-12-22,90,50000,18
2014-12-22,30,50000,18
2015-02-10,30,30000,18
2014-11-25,90,50000,18
2014-11-18,30,60000,18
2014-12-29,90,50000,18
2014-12-01,30,50000,18
2014-10-15,30,50000,18
2014-11-21,30,100000,18
2014-10-14,30,50000,18
2014-12-07,90,50000,18
2015-01-05,30,50000,18
2014-10-08,30,50000,18
2015-01-04,30,50000,18
2014-11-30,90,50000,18
2014-11-25,30,50000,18
2014-10-21,90,50000,18
2014-12-21,90,50000,18
2014-12-15,30,50000,18
2015-01-26,30,50000,18
2015-02-05,90,30000,18
2014-12-26,90,50000,18
2014-12-05,90,50000,18
2014-10-11,30,50000,18
2015-01-31,90,30000,18
2014-12-19,30,50000,18
2015-01-09,30,50000,18
2015-01-31,30,30000,18
2014-10-22,90,50000,18
2014-12-23,90,50000,18
2014-11-17,30,50000,18
2015-02-07,90,30000,18
2015-02-28,30,100000,18
2014-10-22,30,50000,18
2015-02-12,30,60000,18
2014-11-07,30,23059,18
2015-02-08,30,30000,18
2015-02-10,90,40000,18
2014-11-14,30,50000,18
2014-12-25,90,50000,18
2015-01-27,30,30000,18
2014-11-26,90,50000,18
2015-02-11,30,30000,18
2014-12-14,90,70000,18
2014-11-24,90,50000,18
2014-11-28,30,50000,18
2014-12-24,30,50000,18
2015-01-29,90,30000,18
2015-02-15,30,50000,18
2015-01-12,30,50000,18
2014-10-09,30,50000,18
2014-10-10,30,50000,18
2015-01-07,30,50000,18
2014-12-21,30,50000,18
2015-03-02,30,30000,18
2014-09-29,dynamic,88888,6.6
2014-12-03,30,50000,18
2015-01-15,90,50000,18
2014-12-11,30,50000,18
2015-01-13,90,50000,18
2014-12-08,90,50000,18
2014-12-07,30,50000,18
2014-10-23,30,100000,18
2015-01-22,60,60000,18
2014-11-12,30,50000,18
2014-12-16,30,50000,18
2014-12-03,90,20000,18
2015-01-08,90,50000,18
2015-03-04,30,50000,18
2015-01-03,30,50000,18
2014-10-30,30,100000,18
2014-11-04,30,100000,18
2014-10-16,30,100000,18
2015-01-06,30,50000,18
2014-12-01,30,50000,18
2015-01-29,30,30000,18
2014-09-30,15,50000,18
2014-11-20,90,50000,18
2014-11-14,30,50000,18
2014-11-27,30,50000,18
2014-12-12,90,50000,18
2015-02-05,30,30000,18
2014-11-21,90,100000,18
2014-12-29,30,50000,18
2014-11-08,30,50000,18
2014-12-04,30,50000,18
2014-12-27,30,50000,18
2014-12-15,90,50000,18
2014-12-18,90,50000,18
2015-01-17,60,50000,18
