trading date,life loan,ITEM_AMOUNT
2015-05-02,14,38298.65
2015-05-01,14,83557.76
2015-05-01,14,42319.1
2015-05-01,14,44681.76
2015-05-01,90,83557.76
2015-05-01,30,55705.17
2015-05-01,30,69631.46
2015-05-01,14,30399.4
2015-05-01,14,42319.1
2015-04-29,14,56425.47
2015-04-30,30,69631.46
2015-05-01,14,69631.46
2015-04-30,90,30399.4
2015-05-01,14,63831.08
2015-04-30,14,83557.76
2015-04-29,14,69631.46
2015-04-30,180,56425.47
2015-04-30,14,42319.1
2015-04-30,30,69631.46
2015-04-30,30,69631.46
2015-04-30,30,48000
2015-04-30,90,25532.43
2015-04-30,14,63630.27
2015-04-28,30,240000
2015-04-28,90,36479.29
2015-04-28,180,24319.52
2015-04-29,14,49372.29
2015-04-29,360,24350.31
2015-04-30,14,84638.21
2015-04-30,14,62668.32
2015-04-29,30,44681.76
2015-04-29,30,51064.86
2015-04-29,30,56425.47
2015-04-29,14,49372.29
2015-04-29,14,44681.76
2015-04-29,14,35265.92
2015-04-29,30,44681.76
2015-04-29,14,42319.1
2015-04-29,14,38298.65
2015-04-28,14,69631.46
2015-04-29,30,63478.65
2015-04-29,30,38298.65
2015-04-28,30,69631.46
2015-04-29,14,84638.21
2015-04-29,14,63831.08
2015-04-28,90,56425.47
2015-04-28,90,34345.5
2015-04-28,30,44681.76
2015-04-28,90,59571.63
2015-04-28,14,36525.46
2015-04-28,30,36479.29
2015-04-28,30,31490.58
2015-04-28,30,24350.31
2015-04-28,30,24319.52
2015-04-28,30,24319.52
2015-04-28,90,36525.46
2015-04-28,30,16481.61
2015-04-28,90,15929.71
2015-04-28,90,44086.81
2015-04-28,90,42613.04
2015-04-28,90,36525.46
2015-04-28,90,24319.52
2015-04-28,30,42559.17
2015-04-28,30,240000
2015-04-28,30,42319.1
2015-04-27,14,62105.71
2015-04-27,14,38298.65
2015-04-28,30,49372.29
2015-04-28,90,51064.86
2015-04-25,30,580000
2015-04-27,14,84638.21
2015-04-28,90,57447.97
2015-04-28,90,31915.54
2015-04-28,90,57447.97
2015-04-28,30,63478.65
2015-04-24,180,49372.29
2015-04-28,30,42420.18
2015-04-28,30,42420.18
2015-04-27,14,56425.47
2015-04-28,30,63478.65
2015-04-27,14,58384.92
2015-04-27,14,18262.73
2015-04-27,90,84638.21
2015-04-27,90,56425.47
2015-04-27,90,63478.65
2015-04-27,14,57447.97
2015-04-27,30,79106.56
2015-04-27,14,49372.29
2015-04-26,14,83557.76
2015-04-27,30,70531.84
2015-04-27,14,31490.58
2015-04-27,30,69631.46
2015-04-27,30,56425.47
2015-04-27,14,63478.65
2015-04-27,14,44681.76
2015-04-27,14,69631.46
2015-04-25,30,69631.46
2015-04-25,14,22897
2015-04-26,14,38298.65
2015-04-25,30,63831.08
2015-04-25,30,69631.46
2015-04-24,90,56425.47
2015-04-25,14,51064.86
2015-04-25,14,42319.1
2015-04-25,14,76594.61
2015-04-25,30,55705.17
2015-04-24,14,42420.18
2015-04-25,14,42319.1
2015-04-25,14,55705.17
2015-04-25,14,69631.46
2015-04-25,30,38298.65
2015-04-24,30,51064.86
2015-04-25,30,55705.17
2015-04-24,30,56425.47
2015-04-24,30,207000
2015-04-24,14,56425.47
2015-04-24,14,82807.61
2015-04-24,14,44681.76
2015-04-25,30,63831.08
2015-04-24,30,42420.18
2015-04-24,90,55705.17
2015-04-24,30,70531.84
2015-04-24,90,38298.65
2015-04-24,14,56425.47
2015-04-24,90,44681.76
2015-04-24,30,56425.47
2015-04-24,30,210000
2015-04-22,30,760000
2015-04-24,30,34345.5
2015-04-23,14,42319.1
2015-04-23,14,50384.92
2015-04-23,14,24350.31
2015-04-22,90,51064.86
2015-04-23,30,55705.17
2015-04-23,30,56683.04
2015-04-22,14,42319.1
2015-04-23,14,44086.81
2015-04-23,14,56425.47
2015-04-23,14,69631.46
2015-04-23,14,51064.86
2015-04-23,14,49372.29
2015-03-23,14,56425.47
2015-04-23,14,83557.76
2015-04-23,14,28621.25
2015-04-23,14,42420.18
2015-04-21,30,315000
2015-04-20,180,42319.1
2015-04-22,90,35350.15
2015-04-22,14,42420.18
2015-04-21,30,56425.47
2015-04-22,14,38298.65
2015-04-22,14,112850.94
2015-04-22,30,63478.65
2015-04-22,30,56425.47
2015-04-22,30,70531.84
2015-04-22,30,82807.61
2015-04-22,30,36756.43
2015-04-22,14,94927.88
2015-04-22,14,62668.32
2015-04-22,14,69631.46
2015-04-22,14,82807.61
2015-04-22,14,70531.84
2015-04-21,90,25192.46
2015-04-21,30,63478.65
2015-04-21,90,69631.46
2015-04-21,14,44681.76
2015-04-21,14,70531.84
2015-04-21,90,44681.76
2015-04-21,14,56425.47
2015-04-21,30,51064.86
2015-04-21,14,56425.47
2015-04-21,14,28621.25
2015-04-21,14,38298.65
2015-04-21,30,51064.86
2015-04-21,30,49372.29
2015-04-21,30,63831.08
2015-04-20,90,51064.86
2015-04-21,30,77585.02
2015-04-20,14,51064.86
2015-04-21,14,69631.46
2015-04-20,30,56425.47
2015-04-21,14,83557.76
2015-04-19,30,165000
2015-04-20,30,47463.94
2015-04-20,14,84638.21
2015-04-20,90,83557.76
2015-04-19,14,36479.29
2015-04-19,14,56425.47
2015-04-20,14,56425.47
2015-04-20,30,83557.76
2015-04-20,30,70531.84
2015-04-20,14,42420.18
2015-04-19,30,51064.86
2015-04-20,14,56425.47
2015-04-19,30,42319.1
2015-04-20,90,56683.04
2015-04-19,90,49372.29
2015-04-19,90,56425.47
2015-04-19,30,84638.21
2015-04-19,30,69631.46
2015-04-18,14,38298.65
2015-04-17,90,44681.76
2015-04-17,30,56425.47
2015-04-19,90,42319.1
2015-04-18,30,51064.86
2015-04-18,14,76594.61
2015-04-17,30,320000
2015-04-18,14,69631.46
2015-04-17,14,111410.34
2015-04-18,14,69631.46
2015-04-17,14,37788.69
2015-04-17,14,55705.17
2015-04-18,14,44681.76
2015-04-17,30,51064.86
2015-04-17,14,42319.1
2015-04-17,14,57447.97
2015-04-16,14,69631.46
2015-04-17,30,69631.46
2015-04-17,90,62668.32
2015-04-17,14,18262.73
2015-04-16,90,38298.65
2015-04-16,14,24319.52
2015-04-15,30,240000
2015-04-16,30,84638.21
2015-04-16,14,56425.47
2015-04-16,90,38298.65
2015-04-15,14,84638.21
2015-04-16,14,51064.86
2015-04-16,14,69006.34
2015-04-16,30,56425.47
2015-04-16,30,56683.04
2015-04-16,14,49372.29
2015-04-16,30,28280.12
2015-04-16,14,63478.65
2015-04-16,90,42319.1
2015-04-16,14,83557.76
2015-04-15,30,56425.47
2015-04-15,30,44681.76
2015-04-15,90,63831.08
2015-04-16,30,56425.47
2015-04-15,14,49372.29
2015-04-15,14,51064.86
2015-04-14,90,63478.65
2015-04-15,14,24350.31
2015-04-15,14,55705.17
2015-04-15,14,56425.47
2015-04-15,30,56425.47
2015-04-15,14,37788.69
2015-04-15,14,63478.65
2015-04-14,90,70531.84
2015-04-14,14,69631.46
2015-04-15,14,35265.92
2015-04-15,14,62668.32
2015-04-15,14,49372.29
2015-04-14,30,145000
2015-04-14,14,42319.1
2015-04-15,14,42319.1
2015-04-15,14,42319.1
2015-04-14,30,51064.86
2015-04-15,14,56425.47
2015-04-15,14,69631.46
2015-04-14,14,38298.65
2015-04-14,14,42319.1
2015-04-14,30,56425.47
2015-04-14,14,56425.47
2015-04-14,14,44681.76
2015-04-14,90,49372.29
2015-04-13,30,200000
2015-04-14,14,69631.46
2015-04-14,14,49372.29
2015-04-14,14,30399.4
2015-04-14,30,42319.1
2015-04-14,14,51064.86
2015-04-14,30,77585.02
2015-04-14,90,51064.86
2015-04-13,90,63478.65
2015-04-14,14,57447.97
2015-04-13,30,44681.76
2015-04-14,14,83557.76
2015-04-14,14,84638.21
2015-04-14,14,56425.47
2015-04-14,14,44681.76
2015-04-13,7,56425.47
2015-04-13,7,42420.18
2015-04-12,7,70531.84
2015-04-14,14,42319.1
2015-04-13,90,63831.08
2015-04-13,30,56425.47
2015-04-13,14,84638.21
2015-04-13,14,62105.71
2015-04-13,90,51064.86
2015-04-13,90,38298.65
2015-04-13,30,200000
2015-04-13,30,56425.47
2015-04-13,14,58384.92
2015-04-13,14,63831.08
2015-04-13,90,69631.46
2015-04-13,14,69631.46
2015-04-13,14,83557.76
2015-04-12,7,42319.1
2015-04-13,14,42319.1
2015-04-13,90,42559.17
2015-04-13,30,63831.08
2015-04-13,30,51064.86
2015-04-13,90,35350.15
2015-04-13,14,30399.4
2015-04-13,90,56425.47
2015-04-13,90,28621.25
2015-04-12,30,22897
2015-04-12,90,38298.65
2015-04-12,90,49490.21
2015-04-12,30,35350.15
2015-04-12,14,56425.47
2015-04-12,14,56425.47
2015-04-12,7,51064.86
2015-04-12,30,50384.92
2015-04-12,14,42319.1
2015-04-12,30,57447.97
2015-04-12,7,44681.76
2015-04-12,30,49372.29
2015-04-12,90,63478.65
2015-04-12,30,42319.1
2015-04-12,30,56425.47
2015-04-12,30,44681.76
2015-04-12,30,56425.47
2015-04-11,90,62668.32
2015-04-11,7,112850.94
2015-04-11,30,51064.86
2015-04-11,14,51064.86
2015-04-12,14,42319.1
2015-04-12,14,56425.47
2015-04-11,90,69631.46
2015-04-11,30,44681.76
2015-04-10,7,28621.25
2015-04-11,7,42420.18
2015-04-11,30,42319.1
2015-04-11,30,69631.46
2015-04-11,14,63630.27
2015-04-11,14,56425.47
2015-04-11,14,25532.43
2015-04-10,7,69631.46
2015-04-11,90,51064.86
2015-04-10,90,55705.17
2015-04-10,30,24350.31
2015-04-10,30,56425.47
2015-04-10,90,63831.08
2015-04-11,14,76594.61
2015-04-11,14,42319.1
2015-04-11,14,55705.17
2015-04-10,30,38298.65
2015-04-11,30,56425.47
2015-04-11,30,38298.65
2015-04-10,14,63831.08
2015-04-10,30,22897
2015-04-10,30,38298.65
2015-04-10,7,111410.34
2015-04-10,14,38298.65
2015-04-10,14,44681.76
2015-04-10,14,38298.65
2015-04-10,14,63478.65
2015-04-10,14,34345.5
2015-04-10,14,69631.46
2015-04-10,30,56425.47
2015-04-10,30,56425.47
2015-04-09,30,62668.32
2015-04-09,7,84638.21
2015-04-10,14,36479.29
2015-04-10,14,56425.47
2015-04-09,14,42319.1
2015-04-09,14,57447.97
2015-04-09,90,83557.76
2015-04-09,90,52000
2015-04-09,30,24319.52
2015-04-09,7,69631.46
2015-04-09,7,51064.86
2015-04-09,30,56425.47
2015-04-09,14,51064.86
2015-04-09,14,44681.76
2015-04-09,14,56425.47
2015-04-09,14,42319.1
2015-04-09,14,44681.76
2015-04-09,90,55705.17
2015-04-09,14,51064.86
2015-04-09,30,42420.18
2015-04-09,7,38298.65
2015-04-08,90,28280.12
2015-04-08,90,56425.47
2015-04-08,7,57447.97
2015-04-08,7,56425.47
2015-04-08,30,250000
2015-04-08,14,49372.29
2015-04-08,14,44681.76
2015-04-08,7,56425.47
2015-04-08,30,83557.76
2015-04-08,7,35265.92
2015-04-07,7,42319.1
2015-04-07,90,57447.97
2015-04-07,90,42319.1
2015-04-08,14,56425.47
2015-04-08,14,42420.18
2015-04-07,14,28621.25
2015-04-07,7,42319.1
2015-04-07,30,128000
2015-04-07,14,51064.86
2015-04-07,14,83557.76
2015-04-07,7,48742.03
2015-04-07,90,56560.24
2015-04-07,90,38298.65
2015-04-07,14,94927.88
2015-04-07,14,42420.18
2015-04-07,7,24319.52
2015-04-07,14,38298.65
2015-04-06,90,69631.46
2015-04-07,90,44681.76
2015-04-07,14,69631.46
2015-04-07,30,63478.65
2015-04-06,7,42420.18
2015-04-07,14,70531.84
2015-04-06,14,69631.46
2015-04-07,30,38298.65
2015-04-05,90,330000
2015-04-06,14,83557.76
2015-04-03,7,69631.46
2015-04-06,30,62668.32
2015-04-06,30,62668.32
2015-04-06,90,42319.1
2015-04-06,14,56425.47
2015-04-06,90,42319.1
2015-04-06,30,56425.47
2015-04-05,7,69631.46
2015-04-05,14,82807.61
2015-04-05,90,56425.47
2015-04-05,90,38298.65
2015-04-05,14,56425.47
2015-04-04,7,51064.86
2015-04-05,14,62668.32
2015-04-04,30,460000
2015-04-04,14,42420.18
2015-04-04,90,69631.46
2015-04-04,14,69631.46
2015-04-03,14,44681.76
2015-04-03,7,38298.65
2015-04-02,7,38298.65
2015-04-03,7,63478.65
2015-04-03,14,76594.61
2015-04-03,7,44681.76
2015-04-03,90,160000
2015-04-03,14,38298.65
2015-04-03,14,55705.17
2015-04-01,90,250000
2015-03-31,30,370000
2015-04-03,14,37788.69
2015-04-01,7,111410.34
2015-04-01,7,63831.08
2015-04-02,14,18262.73
2015-04-02,14,83557.76
2015-04-01,7,62668.32
2015-04-01,7,55705.17
2015-04-02,14,38298.65
2015-04-01,14,56683.04
2015-04-01,14,51064.86
2015-04-01,7,69631.46
2015-04-01,14,24350.31
2015-04-01,14,31490.58
2015-03-31,7,63831.08
2015-03-31,7,51064.86
2015-03-31,7,24350.31
2015-03-31,7,56425.47
2015-04-01,14,55705.17
2015-03-31,7,84638.21
2015-04-01,14,37788.69
2015-04-01,14,49372.29
2015-03-31,14,63478.65
2015-03-31,14,62668.32
2015-03-31,14,69631.46
2015-03-31,14,42319.1
2015-03-31,14,42319.1
2015-03-31,7,83557.76
2015-03-31,7,42319.1
2015-03-29,30,540000
2015-03-31,7,56425.47
2015-03-31,7,57447.97
2015-03-31,7,24319.52
2015-03-31,14,42319.1
2015-03-31,14,30399.4
2015-03-31,7,69631.46
2015-03-31,7,51064.86
2015-03-31,14,57447.97
2015-03-31,14,69631.46
2015-03-31,14,42319.1
2015-03-31,14,83557.76
2015-03-30,7,38298.65
2015-03-31,7,57447.97
2015-03-30,7,42420.18
2015-03-30,7,83557.76
2015-03-30,14,56425.47
2015-03-30,14,44681.76
2015-03-30,7,28621.25
2015-03-30,7,38298.65
2015-03-30,7,63478.65
2015-03-30,14,30399.4
2015-03-30,7,28280.12
2015-03-30,7,56425.47
2015-03-30,7,56425.47
2015-03-30,14,56425.47
2015-03-30,7,56425.47
2015-03-30,7,35265.92
2015-03-30,14,42319.1
2015-03-30,14,69631.46
2015-03-30,14,83557.76
2015-03-30,14,58384.92
2015-03-30,14,63831.08
2015-03-29,7,42319.1
2015-03-29,7,42319.1
2015-03-29,7,48742.03
2015-03-29,14,62105.71
2015-03-29,14,38298.65
2015-03-29,7,62668.32
2015-03-29,7,69631.46
2015-03-29,7,62668.32
2015-03-29,14,51064.86
2015-03-29,14,63831.08
2015-03-29,14,42559.17
2015-03-29,14,35350.15
2015-03-29,7,56425.47
2015-03-29,14,35350.15
2015-03-29,14,22897
2015-03-28,7,82807.61
2015-03-28,14,56425.47
2015-03-27,7,56425.47
2015-03-27,7,38298.65
2015-03-27,7,56425.47
2015-03-28,7,42319.1
2015-03-28,7,42319.1
2015-03-28,7,24319.52
2015-03-28,7,69631.46
2015-03-28,30,490000
2015-03-27,14,63630.27
2015-03-27,14,56425.47
2015-03-28,14,25532.43
2015-03-28,90,340000
2015-03-27,14,28621.25
2015-03-27,7,38298.65
2015-03-27,7,18262.73
2015-03-27,7,56425.47
2015-03-27,90,51064.86
2015-03-27,7,38298.65
2015-03-27,7,49372.29
2015-03-27,14,56425.47
2015-03-27,7,63478.65
2015-03-27,7,63478.65
2015-03-26,90,580000
2015-03-27,7,69631.46
2015-03-27,7,63478.65
2015-03-27,7,44681.76
2015-03-25,30,270000
2015-03-26,7,49372.29
2015-03-27,14,22897
2015-03-27,14,38298.65
2015-03-25,14,56425.47
2015-03-26,14,36479.29
2015-03-26,14,56425.47
2015-03-25,14,55705.17
2015-03-26,7,62668.32
2015-03-26,7,69631.46
2015-03-26,7,42420.18
2015-03-26,7,44681.76
2015-03-26,7,76594.61
2015-03-26,7,38298.65
2015-03-25,14,44681.76
2015-03-26,7,69631.46
2015-03-26,7,51064.86
2015-03-26,7,69631.46
2015-03-26,7,42420.18
2015-03-25,14,34345.5
2015-03-26,7,38298.65
2015-03-26,7,38298.65
2015-03-26,7,63478.65
2015-03-25,7,62668.32
2015-03-25,7,63831.08
2015-03-25,14,51064.86
2015-03-25,7,56425.47
2015-03-25,7,83557.76
2015-03-25,7,56425.47
2015-03-25,7,42319.1
2015-03-24,30,260000
2015-03-25,14,44681.76
2015-03-25,14,49372.29
2015-03-25,7,51064.86
2015-03-25,7,22897
2015-03-25,7,82807.61
2015-03-25,14,42319.1
2015-03-23,90,700000
2015-03-24,7,50384.92
2015-03-24,7,55705.17
2015-03-24,7,111410.34
2015-03-24,14,56425.47
2015-03-24,14,42420.18
2015-03-25,14,44681.76
2015-03-24,7,56425.47
2015-03-24,7,44681.76
2015-03-24,7,69631.46
2015-03-24,14,51064.86
2015-03-24,7,63831.08
2015-03-24,14,83557.76
2015-03-24,7,56425.47
2015-03-24,7,24350.31
2015-03-24,14,42420.18
2015-03-24,14,56425.47
2015-03-24,7,62668.32
2015-03-24,7,84638.21
2015-03-24,7,51064.86
2015-03-23,14,94927.88
2015-03-24,7,42319.1
2015-03-24,7,83557.76
2015-03-24,7,24319.52
2015-03-24,7,57447.97
2015-03-23,14,38298.65
2015-03-23,7,51064.86
2015-03-23,7,69631.46
2015-03-23,14,69631.46
2015-03-23,7,57447.97
2015-03-23,14,42319.1
2015-03-23,14,57447.97
2015-03-23,7,38298.65
2015-03-23,7,28621.25
2015-03-23,7,42420.18
2015-03-23,7,56425.47
2015-03-23,14,56560.24
2015-03-23,14,44681.76
2015-03-23,90,220000
2015-03-23,14,70531.84
2015-03-23,7,83557.76
2015-03-23,7,38298.65
2015-03-23,14,83557.76
2015-03-21,30,270000
2015-03-21,14,69631.46
2015-03-23,7,28280.12
2015-03-22,7,35350.15
2015-03-22,7,63831.08
2015-03-21,7,48742.03
2015-03-21,7,56425.47
2015-03-21,7,22897
2015-03-20,7,62668.32
2015-03-21,7,69631.46
2015-03-21,7,42319.1
2015-03-21,14,56425.47
2015-03-21,7,62668.32
2015-03-21,14,69631.46
2015-03-21,7,42319.1
2015-03-21,7,82807.61
2015-03-21,7,24319.52
2015-03-19,30,190000
2015-03-20,7,69631.46
2015-03-20,7,36525.46
2015-03-20,7,42319.1
2015-03-19,14,69631.46
2015-03-20,14,49372.29
2015-03-19,14,42319.1
2015-03-19,7,63478.65
2015-03-19,14,24350.31
2015-03-19,7,69631.46
2015-03-19,7,44681.76
2015-03-19,7,42420.18
2015-03-19,14,37788.69
2015-03-18,14,83557.76
2015-03-19,7,69631.46
2015-03-19,7,51064.86
2015-03-18,7,69631.46
2015-03-18,14,18262.73
2015-03-18,7,38298.65
2015-03-18,7,38298.65
2015-03-18,7,63478.65
2015-03-18,14,55705.17
2015-03-18,30,360000
2015-03-18,14,38298.65
2015-03-18,7,83557.76
2015-03-18,7,22897
2015-03-18,7,82807.61
2015-03-18,14,56683.04
2015-03-17,14,55705.17
2015-03-17,14,51064.86
2015-03-18,7,42319.1
2015-03-18,7,51064.86
2015-03-17,14,37788.69
2015-03-17,14,24350.31
2015-03-17,14,31490.58
2015-03-16,30,360000
2015-03-17,7,56425.47
2015-03-17,14,49372.29
2015-03-17,7,44681.76
2015-03-17,7,62668.32
2015-03-17,7,50384.92
2015-03-17,7,69631.46
2015-03-17,7,63831.08
2015-03-17,14,83557.76
2015-03-17,14,42319.1
2015-03-17,7,56425.47
2015-03-17,14,62668.32
2015-03-17,14,63478.65
2015-03-17,7,51064.86
2015-03-17,7,84638.21
2015-03-16,14,42319.1
2015-03-16,7,57447.97
2015-03-16,7,24319.52
2015-03-16,7,42319.1
2015-03-17,7,24350.31
2015-03-16,14,69631.46
2015-03-16,7,83557.76
2015-03-16,7,69631.46
2015-03-16,7,51064.86
2015-03-16,14,57447.97
2015-03-16,14,42319.1
2015-03-16,14,30399.4
2015-03-16,14,69631.46
2015-03-15,30,139000
2015-03-16,30,180000
2015-03-16,7,28621.25
2015-03-16,14,42319.1
2015-03-16,7,57447.97
2015-03-16,14,44681.76
2015-03-16,14,30399.4
2015-03-16,7,38298.65
2015-03-16,14,56425.47
2015-03-16,7,56425.47
2015-03-16,7,42420.18
2015-03-16,7,83557.76
2015-03-16,14,56425.47
2015-03-16,14,42319.1
2015-03-13,30,630000
2015-03-15,7,38298.65
2015-03-13,7,28280.12
2015-03-15,7,35350.15
2015-03-15,14,56425.47
2015-03-14,7,63831.08
2015-03-14,30,320000
2015-03-14,14,25532.43
2015-03-14,7,42319.1
2015-03-14,7,48742.03
2015-03-14,7,42319.1
2015-03-13,7,82807.61
2015-03-13,30,56425.47
2015-03-13,14,38298.65
2015-03-13,30,240000
2015-03-13,30,315000
2015-03-11,90,210000
2015-03-12,30,360000
2015-03-12,360,36479.29
2015-03-11,30,56425.47
2015-03-11,30,57447.97
2015-03-11,30,140000
2015-03-09,30,25000
2015-03-08,360,62668.32
2015-03-09,30,288000
2015-03-09,90,95000
2015-03-06,30,62000
2015-03-06,90,130000
2015-03-08,30,210000
2015-03-07,30,240000
2015-03-06,30,90000
2015-03-04,360,42319.1
2015-03-05,90,100000
2015-03-06,30,72000
2015-03-06,90,48485.79
2015-03-06,90,56425.47
2015-03-06,90,38298.65
2015-03-06,90,38298.65
2015-03-06,90,42319.1
2015-03-06,90,44681.76
2015-03-06,90,31490.58
2015-03-06,180,61849.55
2015-03-06,180,42319.1
2015-03-06,180,38298.65
2015-03-06,180,44681.76
2015-03-06,180,42319.1
2015-03-06,180,70531.84
2015-03-05,30,148000
2015-03-05,30,135000
2015-03-05,30,29500
2015-03-05,90,40141.03
2015-03-05,90,83557.76
2015-03-05,90,48639.05
2015-03-05,90,38298.65
2015-03-05,90,51064.86
2015-03-05,90,38298.65
2015-03-05,90,51064.86
2015-03-05,90,63831.08
2015-03-05,90,28678.59
2015-03-05,90,56425.47
2015-03-05,180,51064.86
2015-03-05,180,30399.4
2015-03-05,180,48639.05
2015-03-05,180,69896.69
2015-03-05,90,49372.29
2015-03-05,90,51064.86
2015-03-05,180,67069.95
2015-03-05,180,83557.76
2015-03-05,180,49372.29
2015-03-05,90,30437.89
2015-03-05,90,69124.96
2015-03-05,30,36000
2015-03-05,30,580000
2015-03-04,90,140000
2015-03-05,30,760000
2015-03-03,30,38298.65
2015-03-04,30,130000
2015-03-02,360,44681.76
2015-03-04,90,44681.76
2015-03-04,90,63831.08
2015-03-04,90,46805.4
2015-03-04,90,44681.76
2015-03-04,180,67700.22
2015-03-04,180,69631.46
2015-03-04,180,62668.32
2015-03-04,180,62668.32
2015-03-04,180,81626.51
2015-03-04,180,55705.17
2015-03-03,90,520000
2015-03-03,30,207000
2015-03-03,30,62668.32
2015-03-03,30,27331.68
2015-03-03,30,42319.1
2015-03-03,30,47680.9
2015-03-01,180,18262.73
2015-02-28,90,430000
2015-03-02,180,51657.49
2015-03-02,180,38298.65
2015-03-02,180,38298.65
2015-03-02,180,35265.92
2015-03-02,180,36479.29
2015-02-28,360,37788.69
2015-03-01,180,37776.78
2015-03-01,180,63478.65
2015-03-01,180,56425.47
2015-03-01,180,42319.1
2015-03-01,90,30399.4
2015-03-01,90,38764.05
2015-03-01,90,49372.29
2015-03-01,90,30399.4
2015-03-01,90,51064.86
2015-03-01,90,50248.67
2015-03-01,90,69006.34
2015-03-01,90,56425.47
2015-03-01,90,24319.52
2015-02-27,360,18239.64
2015-02-28,30,490000
2015-02-27,90,64000
2015-02-27,360,18262.73
2015-02-27,360,30437.89
2015-02-27,360,56425.47
2015-02-26,90,225000
2015-02-25,360,37788.69
2015-02-22,90,360000
2015-02-25,180,18262.73
2015-02-21,360,69631.46
2015-02-21,180,24350.31
2015-02-21,360,37788.69
2015-02-21,360,69631.46
2015-02-17,90,470000
2015-02-19,180,63478.65
2015-02-17,270,68159.36
2015-02-16,360,24350.31
2015-02-17,30,260000
2015-02-17,180,62981.15
2015-02-16,90,310000
2015-02-16,90,285000
2015-02-16,30,28621.25
2015-02-16,90,54000
2015-02-14,90,220000
2015-02-12,360,37788.69
2015-02-15,360,56683.04
2015-02-15,360,50384.92
2015-02-14,30,315000
2015-02-13,90,240000
2015-02-14,30,270000
2015-02-12,30,270000
2015-02-13,90,42319.1
2015-02-13,90,51064.86
2015-02-13,90,51064.86
2015-02-13,90,42319.1
2015-02-13,90,36140.21
2015-02-13,90,42420.18
2015-02-13,90,38298.65
2015-02-13,90,51064.86
2015-02-13,90,32076.1
2015-02-13,90,13232.08
2015-02-12,360,56425.47
2015-02-12,360,51064.86
2015-02-11,30,24319.52
2015-02-12,360,44086.81
2015-02-12,90,38298.65
2015-02-12,90,38298.65
2015-02-12,90,42319.1
2015-02-12,90,37788.69
2015-02-12,30,30421.39
2015-02-12,30,56425.47
2015-02-12,30,57447.97
2015-02-12,30,55705.17
2015-02-12,90,43294.91
2015-02-11,30,195000
2015-02-10,90,24319.52
2015-02-10,30,315000
2015-02-09,90,190000
2015-02-09,360,36479.29
2015-02-09,30,30000
2015-02-10,360,36479.29
2015-02-10,360,37788.69
2015-02-09,90,60798.81
2015-02-09,90,44086.81
2015-02-09,90,48639.05
2015-02-09,90,42559.17
2015-02-09,90,3916.16
2015-02-09,30,24350.31
2015-02-05,30,24319.52
2015-02-05,180,36479.29
2015-02-09,90,50000
2015-02-05,90,360000
2015-02-06,30,296000
2015-02-06,30,71000
2015-02-05,30,83557.76
2015-02-05,30,70531.84
2015-02-05,30,45910.4
2015-02-03,360,18262.73
2015-02-05,90,31490.58
2015-02-05,30,44086.81
2015-02-04,90,310000
2015-02-05,30,72000
2015-02-05,30,75577.38
2015-02-04,90,52376.32
2015-02-04,90,30399.4
2015-02-04,90,56425.47
2015-02-04,90,60798.81
2015-02-03,90,250000
2015-02-04,30,130000
2015-02-03,90,19100.54
2015-02-03,90,24319.52
2015-02-03,90,50384.92
2015-02-03,90,37788.69
2015-02-03,90,24319.52
2015-02-03,90,44086.81
2015-01-31,360,36479.29
2015-02-01,180,42559.17
2015-02-02,30,30000
2015-02-03,90,220000
2015-02-02,90,28000
2015-01-31,360,18262.73
2015-02-02,360,77585.02
2015-02-02,360,49372.29
2015-02-02,360,51064.86
2015-02-02,360,49372.29
2015-02-02,360,72605.54
2015-02-02,30,145000
2015-02-02,90,55903.6
2015-02-02,90,63478.65
2015-02-02,90,38298.65
2015-02-02,90,42319.1
2015-02-02,90,190000
2015-01-31,90,85000
2015-01-31,360,56683.04
2015-01-30,360,44086.81
2015-01-29,360,24350.31
2015-01-30,90,110000
2015-01-29,180,44086.81
2015-01-29,270,17172.75
2015-01-30,90,57447.97
2015-01-30,90,31915.54
2015-01-30,90,51064.86
2015-01-30,90,59571.63
2015-01-27,90,650000
2015-01-29,30,142000
2015-01-28,360,42559.17
2015-01-28,270,18262.73
2015-01-28,270,36479.29
2015-01-28,270,50384.92
2015-01-26,360,18262.73
2015-01-27,30,42000
2015-01-26,90,589000
2015-01-27,360,37788.69
2015-01-26,180,24319.52
2015-01-26,180,37788.69
2015-01-26,30,145000
2015-01-26,180,30399.4
2015-01-26,180,36479.29
2015-01-26,360,37788.69
2015-01-26,30,148000
2015-01-24,360,24350.31
2015-01-24,30,81000
2015-01-23,90,55000
2015-01-21,360,36525.46
2015-01-22,180,24350.31
2015-01-23,30,370000
2015-01-22,30,50000
2015-01-22,90,70000
2015-01-20,90,495000
2015-01-21,360,56683.04
2015-01-21,360,50384.92
2015-01-21,30,89000
2015-01-21,30,36000
2015-01-17,180,75577.38
2015-01-19,30,40000
2015-01-20,30,360000
2015-01-20,90,57000
2015-01-18,30,71000
2015-01-16,180,72958.57
2015-01-16,90,62000
2015-01-14,180,36479.29
2015-01-15,360,24350.31
2015-01-16,360,28621.25
2015-01-16,30,490000
2015-01-15,30,260000
2015-01-13,90,278000
2015-01-15,30,42000
2015-01-14,30,270000
2015-01-12,180,24350.31
2015-01-14,30,120000
2015-01-11,90,256000
2015-01-11,180,30437.89
