DEADLINE,LIFE_LOAN,ITEM_AMOUNT
2014-10-26,30,150000
2014-10-22,30,50000
2014-10-30,30,100000
2014-10-18,30,100000
2014-10-14,30,100000
2014-10-11,60,100000
2014-10-27,30,100000
2014-10-22,30,100000
2014-10-18,30,100000
2014-10-08,30,50000
2014-10-05,dynamic,88888
2014-10-15,60,100000
2014-10-11,60,100000
2014-10-08,30,80000
2014-08-29,30,100000
2014-09-11,30,300000
2014-10-05,30,80000
2014-08-11,30,100000
2014-08-13,30,80000
2014-08-27,30,100000
2014-07-25,dynamic,88888
2014-10-15,30,100000
2014-11-08,30,100000
2014-08-31,60,50000
2014-10-04,30,80000
2015-01-15,15,426700
2014-11-07,30,100000
2014-12-18,30,70000
2014-08-16,30,100000
2014-09-22,30,100000
2015-01-03,15,416957
2014-10-04,30,100000
2014-10-19,60,100000
2014-11-05,60,50000
2014-09-26,30,150000
2014-08-15,30,100000
2014-12-04,30,50000
2014-10-12,60,100000
2014-11-04,60,70000
2014-08-25,dynamic,88888
2014-09-29,dynamic,88888
2014-12-03,60,30000
2014-10-31,30,100000
2014-10-21,30,100000
2014-07-29,30,80000
2014-07-24,30,150000
2014-12-14,30,60000
2014-12-09,30,200000
2014-08-01,30,50000
2014-10-28,dynamic,40000
2015-03-11,90,150000
2014-10-09,30,70000
2014-08-31,60,100000
2014-10-10,60,80000
2014-09-20,30,200000
2014-10-06,30,200000
2014-10-10,60,100000
2014-11-17,30,100000
2014-09-30,30,80000
2015-01-16,15,238000
2014-11-19,60,120000
2014-08-03,30,30000
2015-01-21,15,351563
2014-11-30,90,50000
2014-12-01,30,100000
2014-10-28,60,100000
2015-01-28,30,7210000
2014-09-04,dynamic,88888
2014-11-25,30,150000
2014-12-07,30,90000
2014-09-15,30,250000
2014-10-07,30,100000
2014-12-12,30,80000
2015-01-11,15,416500
2014-10-22,30,100000
2014-08-30,30,60000
2014-08-30,30,100000
2014-11-14,30,100000
2014-12-08,30,80000
2014-12-08,30,100000
2014-12-23,15,315000
2014-11-29,90,50000
2014-12-11,30,100000
2014-09-19,30,200000
2014-10-14,30,100000
2014-10-29,30,80000
2014-10-21,30,150000
2014-09-06,30,100000
2015-03-13,30,60000
2014-08-28,30,100000
2014-09-09,30,100000
2014-10-09,30,80000
2014-12-02,90,50000
2014-07-29,dynamic,88888
2014-08-27,30,100000
2014-09-06,30,100000
2014-11-27,30,100000
2015-02-01,30,100000
2014-12-09,30,70000
2015-01-22,15,513188
2014-10-29,60,100000
2014-11-12,30,100000
2014-11-15,30,100000
2015-01-30,30,150000
2014-11-28,90,50000
2014-09-24,30,150000
2014-09-03,30,100000
2014-12-05,30,80000
2014-12-02,30,100000
2015-02-02,30,50000
2014-11-29,90,50000
2014-09-02,30,150000
2014-10-06,30,50000
2014-08-24,30,100000
2014-12-21,15,99275
2014-12-13,30,100000
2014-12-16,30,80000
2014-12-07,30,100000
2014-10-20,60,150000
2014-10-06,30,100000
2014-07-26,30,40000
2015-01-04,15,378852
2014-09-06,30,80000
2014-08-22,30,80000
2014-08-14,30,100000
2014-08-23,30,100000
2014-10-24,30,150000
2014-10-08,30,70000
2014-12-08,30,80000
2014-08-21,30,100000
2014-08-29,60,200000
2014-07-30,30,100000
2014-10-13,30,100000
2014-12-01,30,100000
2014-11-21,30,100000
2014-11-22,60,100000
2014-12-13,30,80000
2014-10-25,30,150000
2014-08-26,30,80000
2014-09-21,30,250000
2014-11-19,30,70000
2014-11-26,90,100000
2014-11-25,30,150000
2014-11-16,30,100000
2014-08-12,30,80000
2014-08-05,30,40000
2014-12-08,30,100000
2014-10-12,60,100000
2014-12-14,30,100000
2014-07-26,30,100000
2014-11-12,30,100000
2015-01-14,15,677450
2014-12-11,30,70000
2015-04-09,120,600000
2014-09-30,30,50000
2014-12-17,30,70000
2014-08-08,30,70000
2014-08-23,30,80000
2014-11-13,30,100000
2014-08-27,30,80000
2014-10-27,30,80000
2014-12-30,15,297000
2014-10-13,30,100000
2014-09-23,30,50000
2014-07-28,dynamic,88888
2014-08-09,30,80000
2014-11-09,30,100000
2014-09-10,30,300000
2014-12-14,30,100000
2014-11-05,60,100000
2014-11-27,90,100000
2014-11-30,60,100000
2015-01-05,15,279884
2014-08-25,30,100000
2014-11-28,30,100000
2015-01-02,15,90000
2014-08-30,30,100000
2014-08-20,30,80000
2014-08-07,30,60000
2014-10-11,60,100000
2014-12-25,15,270000
2014-08-02,dynamic,77777
2014-09-28,dynamic,88888
2014-07-25,30,70000
2014-07-28,30,100000
2014-10-05,30,80000
2014-08-28,30,100000
2014-09-16,30,200000
2014-12-26,15,135000
2014-08-27,30,100000
2014-12-16,30,70000
2014-07-28,30,80000
2014-12-10,30,150000
2015-01-02,15,50000
2015-01-09,15,612000
2014-10-16,60,100000
2014-10-07,30,80000
2014-11-01,30,100000
2014-12-01,60,80000
2014-11-24,30,130000
2014-12-27,15,90000
2014-11-23,30,150000
2014-11-14,60,100000
2014-10-24,30,100000
2014-12-11,30,80000
2014-09-27,30,50000
2014-11-23,30,150000
2014-11-28,90,80000
2014-09-28,30,50000
2014-08-25,30,100000
2014-08-28,30,100000
2014-07-26,dynamic,88888
2014-12-06,30,80000
2015-04-13,15,500000
2014-11-18,30,80000
2014-07-28,30,80000
2014-11-15,30,100000
2014-12-04,60,100000
2014-11-21,60,80000
2014-10-31,30,100000
2014-09-27,30,100000
2014-09-02,dynamic,88888
2014-09-22,30,250000
2014-11-11,30,100000
2014-10-11,60,100000
2014-12-01,30,80000
2014-09-04,30,80000
2015-01-13,15,573750
2014-10-24,30,100000
2014-11-26,30,150000
2014-09-24,30,100000
2014-09-29,30,100000
2014-10-22,30,150000
2014-10-30,30,100000
2014-12-15,30,70000
2014-11-16,30,30000
2014-11-10,30,70000
2014-12-24,15,315000
2014-09-06,30,100000
2014-10-24,30,100000
2014-08-19,30,130000
2014-12-16,30,130000
2014-09-30,30,80000
2015-03-06,30,7210000
2014-12-27,15,50000
2014-12-10,30,120000
2014-12-11,30,100000
2014-10-06,30,80000
2014-08-29,30,60000
2014-09-27,dynamic,88888
2014-09-05,30,120000
2014-11-09,30,100000
2014-11-20,30,100000
2014-09-14,30,280000
2014-10-23,30,100000
2014-11-01,30,150000
2014-08-02,30,30000
2014-09-30,30,300000
2014-10-17,60,100000
2014-10-23,30,150000
2014-12-03,90,100000
2014-08-22,30,80000
2014-09-30,dynamic,88888
2014-10-07,30,70000
2014-08-08,30,100000
2014-09-29,30,50000
2014-11-08,30,100000
2014-11-19,30,80000
2014-11-29,30,80000
2014-10-31,30,100000
2014-09-12,30,100000
2014-11-18,30,100000
2014-11-08,30,100000
2014-11-03,60,100000
2014-10-12,60,100000
2014-11-08,30,100000
2014-07-27,dynamic,88888
2014-10-16,60,100000
2014-08-22,30,120000
2014-09-23,30,250000
2014-09-29,30,50000
2014-12-18,30,100000
2014-10-29,60,70000
2014-10-17,30,100000
2014-08-12,30,90000
2014-09-18,30,100000
2014-11-05,30,100000
2014-09-06,dynamic,88888
2014-08-09,30,80000
2014-11-22,30,150000
2014-08-20,30,70000
2014-12-05,60,90000
2014-07-29,30,90000
2014-10-10,30,100000
2014-10-18,30,100000
2014-11-01,30,100000
2014-09-01,30,150000
2014-09-13,30,270000
2014-11-06,30,100000
2014-09-12,30,300000
2014-10-30,30,300000
2014-08-08,30,80000
2014-09-18,30,200000
2014-08-30,30,200000
2014-09-27,30,50000
2014-08-04,30,50000
2014-11-06,30,200000
2014-10-04,dynamic,88888
2014-09-27,30,50000
2014-07-28,30,70000
2014-07-31,30,100000
2015-04-08,120,7210000
2014-08-23,30,170000
2015-01-06,15,318750
2014-12-13,30,70000
2014-10-16,60,100000
2014-11-13,30,100000
2014-08-10,30,90000
2014-09-25,30,200000
2014-08-14,30,80000
2014-08-24,30,170000
2014-11-22,60,70000
2014-11-13,60,100000
2014-11-20,60,80000
2014-09-06,30,100000
2014-10-19,60,100000
2014-07-27,30,100000
2014-08-18,30,80000
2015-01-19,15,374139
