DEADLINE,LIFE_LOAN,ITEM_AMOUNT,MONEY_RATE
2014-12-19,90,160000,20
2014-12-19,60,110000,19
2014-12-19,30,180000,18
2014-12-18,30,100000,18
2014-12-18,180,140000,21
2014-12-18,90,130000,20
2014-12-18,60,120000,19
2014-12-18,30,160000,18
2014-12-17,30,100000,18
2014-12-17,180,150000,21
2014-12-17,90,170000,20
2014-12-17,60,130000,19
2014-12-17,30,140000,18
2014-12-16,360,250000,22
2014-12-16,30,110000,18
2014-12-16,90,130000,20
2014-12-16,360,100000,22
2014-12-16,180,100000,21
2014-12-16,90,200000,20
2014-12-16,60,140000,19
2014-12-16,30,170000,18
2014-12-15,180,320000,21
2014-12-15,30,120000,18
2014-12-15,180,120000,21
2014-12-15,90,160000,20
2014-12-15,60,140000,19
2014-12-15,30,180000,18
2014-12-14,30,100000,18
2014-12-14,180,130000,21
2014-12-14,90,150000,20
2014-12-14,60,110000,19
2014-12-14,30,190000,18
2014-12-13,30,100000,18
2014-12-13,60,130000,19
2014-12-13,180,90000,21
2014-12-13,90,170000,20
2014-12-13,30,150000,18
2014-12-12,30,100000,18
2014-12-12,30,120000,18
2014-12-12,180,150000,21
2014-12-12,90,120000,20
2014-12-12,60,110000,19
2014-12-12,30,170000,18
2014-12-11,360,300000,22
2014-12-11,30,140000,18
2014-12-11,30,110000,18
2014-12-11,90,150000,20
2014-12-11,180,110000,21
2014-12-11,180,160000,21
2014-12-11,90,180000,20
2014-12-11,60,120000,19
2014-12-11,30,160000,18
2014-12-10,30,50000,18
2014-12-10,30,90000,18
2014-12-10,30,100000,18
2014-12-10,30,170000,18
2014-12-10,180,90000,21
2014-12-10,90,150000,20
2014-12-10,60,100000,19
2014-12-10,30,100000,18
2014-12-09,30,130000,18
2014-12-09,180,100000,21
2014-12-09,90,140000,20
2014-12-09,60,120000,19
2014-12-09,30,180000,18
2014-12-08,30,100000,18
2014-12-08,180,150000,21
2014-12-08,90,200000,20
2014-12-08,30,200000,18
2014-12-07,180,90000,21
2014-12-07,60,80000,19
2014-12-07,30,200000,18
2014-12-07,90,160000,20
2014-12-06,180,100000,21
2014-12-06,360,150000,22
2014-12-06,60,80000,19
2014-12-06,30,190000,18
2014-12-06,30,100000,18
2014-12-05,30,110000,18
2014-12-05,180,120000,21
2014-12-05,360,80000,22
2014-12-05,60,130000,19
2014-12-05,30,100000,18
2014-12-05,30,200000,18
2014-12-04,360,200000,22
2014-12-04,30,120000,18
2014-12-04,360,130000,22
2014-12-04,90,100000,20
2014-12-04,30,190000,18
2014-12-04,60,110000,19
2014-12-03,60,100000,19
2014-12-03,360,90000,22
2014-12-03,90,140000,20
2014-12-03,30,140000,18
2014-12-03,30,200000,18
2014-12-02,30,100000,18
2014-12-02,90,160000,20
2014-12-02,30,170000,18
2014-12-02,360,100000,22
2014-12-02,180,150000,21
2014-12-02,30,140000,18
2014-12-01,180,250000,21
2014-12-01,30,150000,18
2014-12-01,30,200000,18
2014-12-01,360,90000,22
2014-12-01,90,120000,20
2014-11-30,180,130000,21
2014-11-30,360,170000,22
2014-11-30,360,150000,22
2014-11-30,180,100000,21
2014-11-30,90,140000,20
2014-11-30,180,100000,21
2014-11-30,360,90000,22
2014-11-30,90,100000,20
2014-11-30,30,190000,18
2014-11-29,180,100000,21
2014-11-29,90,140000,20
2014-11-29,30,130000,18
2014-11-29,30,200000,18
2014-11-29,180,100000,21
2014-11-29,360,100000,22
2014-11-29,90,150000,20
2014-11-29,60,70000,19
2014-11-29,30,110000,18
2014-11-28,360,100000,22
2014-11-28,30,120000,18
2014-11-28,30,100000,18
2014-11-28,180,90000,21
2014-11-28,360,100000,22
2014-11-28,90,130000,20
2014-11-28,180,100000,21
2014-11-28,60,70000,19
2014-11-28,30,170000,18
2014-11-27,30,100000,18
2014-11-27,90,100000,20
2014-11-27,30,100000,18
2014-11-27,360,150000,22
2014-11-27,180,130000,21
2014-11-27,30,110000,18
2014-11-27,30,150000,18
2014-11-27,180,110000,21
2014-11-27,30,200000,18
2014-11-27,360,70000,22
2014-11-27,180,100000,21
2014-11-27,90,160000,20
2014-11-27,60,90000,19
2014-11-26,360,200000,22
2014-11-26,30,130000,18
2014-11-26,60,120000,19
2014-11-26,180,100000,21
2014-11-26,30,180000,18
2014-11-26,180,100000,21
2014-11-26,360,70000,22
2014-11-26,90,140000,20
2014-11-25,30,130000,18
2014-11-25,360,100000,22
2014-11-25,180,90000,21
2014-11-25,90,140000,20
2014-11-25,60,80000,19
2014-11-25,30,160000,18
2014-11-24,180,150000,21
2014-11-24,30,100000,18
2014-11-24,60,80000,19
2014-11-24,90,240000,20
2014-11-24,360,100000,22
2014-11-24,180,100000,21
2014-11-24,90,170000,20
2014-11-24,30,180000,18
2014-11-23,180,100000,21
2014-11-23,360,90000,22
2014-11-23,180,80000,21
2014-11-23,90,130000,20
2014-11-23,60,100000,19
2014-11-23,30,160000,18
2014-11-22,30,100000,18
2014-11-22,30,105000,18
2014-11-22,60,90000,19
2014-11-22,60,100000,19
2014-11-22,180,200000,21
2014-11-22,360,115000,22
2014-11-22,180,110000,21
2014-11-22,90,150000,20
2014-11-22,30,190000,18
2014-11-21,60,100000,19
2014-11-21,30,100000,18
2014-11-21,30,120000,18
2014-11-21,30,100000,18
2014-11-21,90,130000,20
2014-11-21,360,105000,22
2014-11-21,30,175000,18
2014-11-21,30,180000,18
2014-11-21,30,120000,18
2014-11-21,60,100000,19
2014-11-21,180,90000,21
2014-11-21,90,140000,20
2014-11-20,30,100000,18
2014-11-20,180,100000,21
2014-11-20,90,150000,20
2014-11-20,60,100000,19
2014-11-20,30,200000,18
2014-11-19,30,100000,18
2014-11-19,30,100000,18
2014-11-19,60,100000,19
2014-11-19,180,100000,21
2014-11-19,90,150000,20
2014-11-19,30,200000,18
2014-11-18,30,100000,18
2014-11-18,60,100000,19
2014-11-18,60,100000,19
2014-11-18,180,100000,21
2014-11-18,90,200000,20
2014-11-18,30,200000,18
2014-11-17,30,100000,18
2014-11-17,30,200000,18
2014-11-17,30,100000,18
2014-11-17,30,100000,18
2014-11-17,180,100000,21
2014-11-17,90,200000,20
2014-11-17,60,100000,19
2014-11-16,30,40000,18
2014-11-16,180,100000,21
2014-11-16,90,200000,20
2014-11-16,60,100000,19
2014-11-16,30,100000,18
2014-11-15,30,160000,18
2014-11-15,30,200000,18
2014-11-15,180,100000,21
2014-11-15,90,200000,20
2014-11-15,60,100000,19
2014-11-15,30,300000,18
2014-11-14,30,100000,18
2014-11-14,30,300000,18
2014-11-14,90,100000,20
2014-11-14,30,200000,18
2014-11-14,180,60000,21
2014-11-14,30,200000,18
2014-11-14,90,130000,20
2014-11-14,60,160000,19
2014-11-14,180,140000,21
2014-11-13,30,100000,18
2014-11-13,30,100000,18
2014-11-13,180,100000,21
2014-11-13,90,140000,20
2014-11-13,90,400000,20
2014-11-13,60,100000,19
2014-11-13,30,150000,18
2014-11-12,30,500000,18
2014-11-12,90,330000,20
2014-11-12,30,100000,18
2014-11-12,90,300000,20
2014-11-12,360,100000,22
2014-11-12,180,100000,21
2014-11-12,90,200000,20
2014-11-12,60,100000,19
2014-11-12,30,200000,18
2014-11-11,30,150000,18
2014-11-11,30,100000,18
2014-11-11,30,100000,18
2014-11-11,90,300000,20
2014-11-11,360,100000,22
2014-11-11,180,100000,21
2014-11-11,90,150000,20
2014-11-11,60,100000,19
2014-11-11,30,150000,18
2014-11-10,60,100000,19
2014-11-10,30,100000,18
2014-11-10,60,100000,19
2014-11-10,30,100000,18
2014-11-10,30,100000,18
2014-11-10,30,100000,18
2014-11-10,360,200000,22
2014-11-10,30,100000,18
2014-11-10,30,250000,18
2014-11-10,360,100000,22
2014-11-10,180,100000,21
2014-11-10,90,150000,20
2014-11-10,60,100000,19
2014-11-10,30,200000,18
2014-11-09,30,100000,18
2014-11-09,360,100000,22
2014-11-09,180,100000,21
2014-11-09,90,200000,20
2014-11-09,60,100000,19
2014-11-09,30,200000,18
2014-11-08,30,100000,18
2014-11-08,30,100000,18
2014-11-08,60,100000,19
2014-11-08,360,100000,22
2014-11-08,180,100000,21
2014-11-08,90,200000,20
2014-11-08,60,100000,19
2014-11-08,30,200000,18
2014-11-07,30,100000,18
2014-11-07,360,300000,22
2014-11-07,30,100000,18
2014-11-07,180,100000,21
2014-11-07,90,200000,20
2014-11-07,60,100000,19
2014-11-07,30,200000,18
2014-11-06,30,100000,18
2014-11-06,30,100000,18
2014-11-06,30,100000,18
2014-11-06,30,200000,18
2014-11-05,30,100000,18
2014-11-06,180,100000,21
2014-11-06,90,140000,20
2014-11-06,60,100000,19
2014-11-05,90,100000,20
2014-11-05,30,100000,18
2014-11-05,30,100000,18
2014-11-05,180,100000,21
2014-11-05,90,150000,20
2014-11-05,60,100000,19
2014-11-05,30,200000,18
2014-11-04,90,100000,20
2014-11-04,30,100000,18
2014-11-04,180,100000,21
2014-11-04,90,200000,20
2014-11-04,60,100000,19
2014-11-04,30,200000,18
2014-11-03,30,100000,18
2014-11-03,30,200000,18
2014-11-03,180,70000,21
2014-11-03,90,200000,20
2014-11-03,60,100000,19
2014-11-02,180,100000,21
2014-11-02,90,200000,20
2014-11-02,60,100000,19
2014-11-02,30,200000,18
2014-11-01,30,200000,18
2014-11-01,180,100000,21
2014-11-01,90,150000,20
2014-11-01,60,100000,19
2014-11-01,30,130000,18
2014-10-31,30,100000,18
2014-10-31,30,200000,18
2014-10-31,180,130000,21
2014-10-31,30,100000,18
2014-10-31,30,120000,18
2014-10-31,180,100000,21
2014-10-31,90,150000,20
2014-10-31,60,100000,19
2014-10-31,30,200000,18
2014-10-30,90,100000,20
2014-10-30,90,110000,20
2014-10-30,30,100000,18
2014-10-30,90,200000,20
2014-10-30,60,100000,19
2014-10-30,30,200000,18
2014-10-29,90,300000,20
2014-10-29,180,200000,21
2014-10-29,30,400000,18
2014-10-29,30,100000,18
2014-10-29,30,200000,18
2014-10-29,90,100000,20
2014-10-29,180,100000,21
2014-10-29,90,170000,20
2014-10-29,60,100000,19
2014-10-29,30,200000,18
2014-10-28,90,100000,20
2014-10-28,90,130000,20
2014-10-28,30,150000,18
2014-10-28,30,100000,18
2014-10-28,30,200000,18
2014-10-28,180,100000,21
2014-10-28,90,200000,20
2014-10-28,60,100000,19
2014-10-28,30,200000,18
2014-10-27,30,100000,18
2014-10-27,30,100000,18
2014-10-27,30,50000,18
2014-10-27,30,150000,18
2014-10-27,180,150000,21
2014-10-27,180,150000,21
2014-10-27,90,200000,20
2014-10-27,60,100000,19
2014-10-27,30,200000,18
2014-10-26,30,100000,18
2014-10-26,90,200000,20
2014-10-26,60,100000,19
2014-10-26,30,160000,18
2014-10-25,90,150000,20
2014-10-25,60,100000,19
2014-10-25,30,200000,18
2014-10-24,30,100000,18
2014-10-24,30,140000,18
2014-10-24,180,100000,21
2014-10-24,90,150000,20
2014-10-24,60,100000,19
2014-10-24,30,200000,18
2014-10-23,30,100000,18
2014-10-23,30,100000,18
2014-10-23,30,100000,18
2014-10-23,90,400000,20
2014-10-23,30,100000,18
2014-10-23,180,100000,21
2014-10-23,90,200000,20
2014-10-23,60,60000,19
2014-10-23,30,200000,18
2014-10-22,30,100000,18
2014-10-22,30,100000,18
2014-10-22,90,150000,20
2014-10-22,180,150000,21
2014-10-22,30,150000,18
2014-10-22,180,100000,21
2014-10-22,90,130000,20
2014-10-22,60,200000,19
2014-10-22,30,200000,18
2014-10-21,30,100000,18
2014-10-21,30,100000,18
2014-10-21,30,100000,18
2014-10-21,90,150000,20
2014-10-21,180,100000,21
2014-10-21,90,200000,20
2014-10-21,60,200000,19
2014-10-21,30,200000,18
2014-10-20,30,150000,18
2014-10-20,90,100000,20
2014-10-20,180,150000,21
2014-10-20,30,100000,18
2014-10-20,30,100000,18
2014-10-20,90,100000,20
2014-10-20,90,270000,20
2014-10-20,180,100000,21
2014-10-20,90,150000,20
2014-10-20,60,200000,19
2014-10-20,30,160000,18
2014-10-19,30,100000,18
2014-10-19,90,200000,20
2014-10-19,60,200000,19
2014-10-19,30,200000,18
2014-10-18,30,100000,18
2014-10-18,90,150000,20
2014-10-18,30,140000,18
2014-10-18,30,100000,18
2014-10-18,90,200000,20
2014-10-18,60,200000,19
2014-10-18,30,200000,18
2014-10-17,30,100000,18
2014-10-17,30,100000,18
2014-10-17,90,100000,20
2014-10-17,90,150000,20
2014-10-17,60,100000,19
2014-10-17,30,200000,18
2014-10-16,90,150000,20
2014-10-16,180,100000,21
2014-10-16,30,100000,18
2014-10-16,30,450000,18
2014-10-16,180,100000,21
2014-10-16,90,200000,20
2014-10-16,60,150000,19
2014-10-16,30,200000,18
2014-10-15,30,100000,18
2014-10-15,180,100000,21
2014-10-15,180,100000,21
2014-10-15,30,100000,18
2014-10-15,30,300000,18
2014-10-15,30,150000,18
2014-10-15,180,100000,21
2014-10-15,90,200000,20
2014-10-15,60,200000,19
2014-10-15,30,200000,18
2014-10-14,30,100000,18
2014-10-14,30,100000,18
2014-10-14,60,150000,19
2014-10-14,30,300000,18
2014-10-14,30,200000,18
2014-10-14,180,100000,21
2014-10-14,180,200000,21
2014-10-14,90,200000,20
2014-10-14,60,200000,19
2014-10-14,30,200000,18
2014-10-13,30,100000,18
2014-10-13,90,100000,20
2014-10-13,30,200000,18
2014-10-13,30,450000,18
2014-10-13,90,200000,20
2014-10-13,60,200000,19
2014-10-13,30,130000,18
2014-10-12,90,250000,20
2014-10-12,30,100000,18
2014-10-12,30,320000,18
2014-10-12,90,140000,20
2014-10-12,60,200000,19
2014-10-12,30,200000,18
2014-10-11,90,210000,20
2014-10-11,30,200000,18
2014-10-11,30,150000,18
2014-10-11,30,100000,18
2014-10-11,90,200000,20
2014-10-11,90,200000,20
2014-10-11,60,200000,19
2014-10-11,30,170000,18
2014-10-10,180,200000,21
2014-10-10,30,150000,18
2014-10-10,30,100000,18
2014-10-10,30,100000,18
2014-10-10,30,250000,18
2014-10-10,30,150000,18
2014-10-10,180,100000,21
2014-10-10,90,200000,20
2014-10-10,60,200000,19
2014-10-10,30,200000,18
2014-10-09,30,130000,18
2014-10-09,30,100000,18
2014-10-09,30,200000,18
2014-10-09,180,100000,21
2014-10-09,90,180000,20
2014-10-09,60,200000,19
2014-10-09,30,200000,18
2014-10-08,30,100000,18
2014-10-08,30,100000,18
2014-10-08,30,300000,18
2014-10-08,30,100000,18
2014-10-08,30,100000,18
2014-10-08,60,200000,19
2014-10-08,180,100000,21
2014-10-08,90,200000,20
2014-10-08,30,200000,18
2014-10-07,30,100000,18
2014-10-07,30,100000,18
2014-10-07,180,100000,21
2014-10-07,90,200000,20
2014-10-07,30,200000,18
2014-10-06,90,120000,20
2014-10-06,30,100000,18
2014-10-06,30,100000,18
2014-10-06,180,100000,21
2014-10-06,90,200000,20
2014-10-06,30,200000,18
2014-10-05,30,100000,18
2014-10-05,30,100000,18
2014-10-05,180,120000,21
2014-10-05,180,100000,21
2014-10-05,90,140000,20
2014-10-05,30,200000,18
2014-10-04,180,100000,21
2014-10-04,90,200000,20
2014-10-04,30,200000,18
2014-10-03,180,180000,21
2014-10-03,90,100000,20
2014-10-03,180,100000,21
2014-10-03,90,200000,20
2014-10-03,30,200000,18
2014-10-02,90,130000,20
2014-10-02,30,100000,18
2014-10-02,180,100000,21
2014-10-02,90,200000,20
2014-10-02,30,200000,18
2014-10-01,30,150000,18
2014-10-01,30,100000,18
2014-10-01,180,100000,21
2014-10-01,90,200000,20
2014-10-01,30,200000,18
2014-09-30,90,230000,20
2014-09-30,30,200000,18
2014-09-30,30,100000,18
2014-09-30,90,250000,20
2014-09-30,30,100000,18
2014-09-30,90,100000,20
2014-09-30,90,200000,20
2014-09-30,60,100000,19
2014-09-30,30,200000,18
2014-09-29,90,200000,20
2014-09-29,30,200000,18
2014-09-29,30,200000,18
2014-09-29,90,200000,20
2014-09-29,60,200000,19
2014-09-29,30,200000,18
2014-09-28,30,130000,18
2014-09-28,90,150000,20
2014-09-28,90,200000,20
2014-09-28,30,100000,18
2014-09-28,90,200000,20
2014-09-28,60,200000,19
2014-09-28,30,200000,18
2014-09-27,30,150000,18
2014-09-27,30,100000,18
2014-09-27,90,200000,20
2014-09-27,60,200000,19
2014-09-27,30,200000,18
2014-09-26,30,200000,18
2014-09-26,30,140000,18
2014-09-26,180,150000,21
2014-09-26,30,180000,18
2014-09-26,90,200000,20
2014-09-26,60,200000,19
2014-09-26,30,200000,18
2014-09-25,30,100000,18
2014-09-25,30,100000,18
2014-09-25,180,100000,21
2014-09-25,180,200000,21
2014-09-25,90,200000,20
2014-09-25,60,200000,19
2014-09-25,30,200000,18
2014-09-24,180,100000,21
2014-09-24,30,160000,18
2014-09-24,30,200000,18
2014-09-24,30,140000,18
2014-09-24,180,100000,21
2014-09-24,180,100000,21
2014-09-24,90,200000,20
2014-09-24,60,200000,19
2014-09-24,30,200000,18
2014-09-24,90,300000,20
2014-09-24,180,150000,21
2014-09-23,90,100000,20
2014-09-23,30,100000,18
2014-09-23,30,100000,18
2014-09-23,30,200000,18
2014-09-23,90,150000,20
2014-09-23,60,200000,19
2014-09-23,30,200000,18
2014-09-22,30,100000,18
2014-09-22,90,150000,20
2014-09-22,30,140000,18
2014-09-22,30,300000,18
2014-09-22,180,100000,21
2014-09-22,90,150000,20
2014-09-22,60,200000,19
2014-09-22,30,200000,18
2014-09-21,30,100000,18
2014-09-21,90,200000,20
2014-09-21,60,200000,19
2014-09-21,30,150000,18
2014-09-20,30,150000,18
2014-09-20,90,150000,20
2014-09-20,30,160000,18
2014-09-20,90,200000,20
2014-09-20,60,150000,19
2014-09-20,30,200000,18
2014-09-19,90,100000,20
2014-09-19,30,110000,18
2014-09-19,30,100000,18
2014-09-19,30,100000,18
2014-09-19,30,100000,18
2014-09-19,180,100000,21
2014-09-19,90,200000,20
2014-09-19,60,150000,19
2014-09-19,30,200000,18
2014-09-18,60,100000,19
2014-09-18,30,100000,18
2014-09-18,30,140000,18
2014-09-18,30,100000,18
2014-09-18,30,100000,18
2014-09-18,30,150000,18
2014-09-18,30,200000,18
2014-09-18,180,100000,21
2014-09-18,90,200000,20
2014-09-18,60,200000,19
2014-09-17,30,100000,18
2014-09-17,30,100000,18
2014-09-17,180,100000,21
2014-09-17,90,200000,20
2014-09-17,60,200000,19
2014-09-17,30,190000,18
2014-09-16,30,100000,18
2014-09-16,30,100000,18
2014-09-16,30,450000,18
2014-09-16,180,100000,21
2014-09-16,90,200000,20
2014-09-16,60,200000,19
2014-09-16,30,200000,18
2014-09-15,30,110000,18
2014-09-15,180,150000,21
2014-09-15,30,180000,18
2014-09-15,30,150000,18
2014-09-15,30,300000,18
2014-09-15,180,110000,21
2014-09-15,90,200000,20
2014-09-15,60,200000,19
2014-09-15,30,200000,18
2014-09-14,30,100000,18
2014-09-14,30,300000,18
2014-09-14,30,100000,18
2014-09-14,90,200000,20
2014-09-14,60,200000,19
2014-09-14,30,200000,18
2014-09-13,90,200000,20
2014-09-13,30,100000,18
2014-09-13,30,300000,18
2014-09-13,30,200000,18
2014-09-13,90,200000,20
2014-09-13,60,100000,19
2014-09-12,180,100000,21
2014-09-12,30,100000,18
2014-09-12,180,140000,21
2014-09-12,30,150000,18
2014-09-12,30,320000,18
2014-09-12,30,200000,18
2014-09-12,180,80000,21
2014-09-12,90,150000,20
2014-09-12,60,150000,19
2014-09-11,30,100000,18
2014-09-11,30,140000,18
2014-09-11,60,150000,19
2014-09-11,30,100000,18
2014-09-11,30,150000,18
2014-09-11,180,100000,21
2014-09-11,180,120000,21
2014-09-11,30,200000,18
2014-09-10,30,100000,18
2014-09-11,90,150000,20
2014-09-11,60,150000,19
2014-09-10,30,100000,18
2014-09-10,30,250000,18
2014-09-10,30,100000,18
2014-09-10,30,110000,18
2014-09-10,180,100000,21
2014-09-10,90,200000,20
2014-09-10,60,200000,19
2014-09-10,30,200000,18
2014-09-09,30,100000,18
2014-09-09,30,200000,18
2014-09-09,90,200000,20
2014-09-09,60,200000,19
